Window,Objective,Selection Size,Model,Evaluation Count,Observed Count,Observed Rate,Random Rate,Expected Count,Lift,Rate CI Low,Rate CI High,Lift CI Low,Lift CI High,Exact p-value,Monte Carlo p-value,Mean Hit@4,Mean Hit@5,Mean Hit@6,q-value,Evidence Status
Last 25,Exact,5,M4,25,0,0.0,0.0006449246955576069,0.01612311738894017,0.0,0.0,0.1371851715307125,0.0,212.7150231270042,1.0,1.0,,1.24,,1.0,Insufficient tail sample
Last 25,Exact,5,M5,25,0,0.0,0.0006449246955576069,0.01612311738894017,0.0,0.0,0.1371851715307125,0.0,212.7150231270042,1.0,1.0,,1.16,,1.0,Insufficient tail sample
Last 25,Exact,5,M6,25,0,0.0,0.0006449246955576069,0.01612311738894017,0.0,0.0,0.1371851715307125,0.0,212.7150231270042,1.0,1.0,,1.28,,1.0,Insufficient tail sample
Last 25,Exact,5,Ensemble,25,0,0.0,0.0006449246955576069,0.01612311738894017,0.0,0.0,0.1371851715307125,0.0,212.7150231270042,1.0,1.0,,1.0,,1.0,Insufficient tail sample
Last 25,Exact,6,M1,25,0,0.0,0.0001289849391115214,0.0032246234777880346,0.0,0.0,0.1371851715307125,0.0,1063.575115635021,1.0,1.0,,,1.68,1.0,Insufficient tail sample
Last 25,Exact,6,M2,25,0,0.0,0.0001289849391115214,0.0032246234777880346,0.0,0.0,0.1371851715307125,0.0,1063.575115635021,1.0,1.0,,,1.24,1.0,Insufficient tail sample
Last 25,Exact,6,M3,25,0,0.0,0.0001289849391115214,0.0032246234777880346,0.0,0.0,0.1371851715307125,0.0,1063.575115635021,1.0,1.0,,,1.6,1.0,Insufficient tail sample
Last 25,Exact,6,M4,25,0,0.0,0.0001289849391115214,0.0032246234777880346,0.0,0.0,0.1371851715307125,0.0,1063.575115635021,1.0,1.0,,,1.56,1.0,Insufficient tail sample
Last 25,Exact,6,M5,25,0,0.0,0.0001289849391115214,0.0032246234777880346,0.0,0.0,0.1371851715307125,0.0,1063.575115635021,1.0,1.0,,,1.36,1.0,Insufficient tail sample
Last 25,Exact,6,M6,25,0,0.0,0.0001289849391115214,0.0032246234777880346,0.0,0.0,0.1371851715307125,0.0,1063.575115635021,1.0,1.0,,,1.56,1.0,Insufficient tail sample
Last 25,Exact,6,Ensemble,25,0,0.0,0.0001289849391115214,0.0032246234777880346,0.0,0.0,0.1371851715307125,0.0,1063.575115635021,1.0,1.0,,,1.28,1.0,Insufficient tail sample
Last 25,NearPerfect,4,M1,25,2,0.08,0.046311283653055806,1.1577820913263952,1.7274407809406787,0.009839590018797513,0.2603058421052142,0.21246636332759603,5.620786589620652,0.3233804469650004,0.3227535449291014,1.04,,,0.5659157821887507,Insufficient tail sample
Last 25,NearPerfect,4,M2,25,0,0.0,0.046311283653055806,1.1577820913263952,0.0,0.0,0.1371851715307125,0.0,2.9622407480311868,1.0,1.0,0.84,,,1.0,Insufficient tail sample
Last 25,NearPerfect,4,M3,25,1,0.04,0.046311283653055806,1.1577820913263952,0.8637203904703393,0.0010121996993108454,0.203516913922414,0.021856437988068085,4.394542709009646,0.6943910232411687,0.6933861322773545,0.88,,,0.9721474325376362,Insufficient tail sample
Last 25,NearPerfect,4,M4,25,2,0.08,0.046311283653055806,1.1577820913263952,1.7274407809406787,0.009839590018797513,0.2603058421052142,0.21246636332759603,5.620786589620652,0.3233804469650004,0.3244135117297654,1.08,,,0.5659157821887507,Insufficient tail sample
Last 25,NearPerfect,4,M5,25,2,0.08,0.046311283653055806,1.1577820913263952,1.7274407809406787,0.009839590018797513,0.2603058421052142,0.21246636332759603,5.620786589620652,0.3233804469650004,0.3226535469290614,0.96,,,0.5659157821887507,Insufficient tail sample
Last 25,NearPerfect,4,M6,25,2,0.08,0.046311283653055806,1.1577820913263952,1.7274407809406787,0.009839590018797513,0.2603058421052142,0.21246636332759603,5.620786589620652,0.3233804469650004,0.3249335013299734,1.08,,,0.5659157821887507,Insufficient tail sample
Last 25,NearPerfect,4,Ensemble,25,0,0.0,0.046311283653055806,1.1577820913263952,0.0,0.0,0.1371851715307125,0.0,2.9622407480311868,1.0,1.0,0.68,,,1.0,Insufficient tail sample
Last 25,NearPerfect,5,M1,25,0,0.0,0.012737262737262736,0.3184315684315684,0.0,0.0,0.1371851715307125,0.0,10.770380917822997,1.0,1.0,,1.4,,1.0,Insufficient tail sample
Last 25,NearPerfect,5,M2,25,0,0.0,0.012737262737262736,0.3184315684315684,0.0,0.0,0.1371851715307125,0.0,10.770380917822997,1.0,1.0,,1.12,,1.0,Insufficient tail sample
