Train End Draw,Target Draw,Training Size,Research Version,Research Config Hash,M1 Set@4,M1 Hit@4,M1 Set@5,M1 Hit@5,M1 Set@6,M1 Hit@6,M2 Set@4,M2 Hit@4,M2 Set@5,M2 Hit@5,M2 Set@6,M2 Hit@6,M3 Set@4,M3 Hit@4,M3 Set@5,M3 Hit@5,M3 Set@6,M3 Hit@6,M4-A Set@4,M4-A Hit@4,M4-A Set@5,M4-A Hit@5,M4-A Set@6,M4-A Hit@6,M4-B Set@4,M4-B Hit@4,M4-B Set@5,M4-B Hit@5,M4-B Set@6,M4-B Hit@6,M4-C Set@4,M4-C Hit@4,M4-C Set@5,M4-C Hit@5,M4-C Set@6,M4-C Hit@6,M4-D Set@4,M4-D Hit@4,M4-D Set@5,M4-D Hit@5,M4-D Set@6,M4-D Hit@6,M4-E Set@4,M4-E Hit@4,M4-E Set@5,M4-E Hit@5,M4-E Set@6,M4-E Hit@6,M4-F Set@4,M4-F Hit@4,M4-F Set@5,M4-F Hit@5,M4-F Set@6,M4-F Hit@6,M5 Set@4,M5 Hit@4,M5 Set@5,M5 Hit@5,M5 Set@6,M5 Hit@6,M6 Set@4,M6 Hit@4,M6 Set@5,M6 Hit@5,M6 Set@6,M6 Hit@6,Ensemble Set@4,Ensemble Hit@4,Ensemble Set@5,Ensemble Hit@5,Ensemble Set@6,Ensemble Hit@6,M7 Set@4,M7 Hit@4,M7 Set@5,M7 Hit@5,M7 Set@6,M7 Hit@6,M8 Set@4,M8 Hit@4,M8 Set@5,M8 Hit@5,M8 Set@6,M8 Hit@6,M9 Set@4,M9 Hit@4,M9 Set@5,M9 Hit@5,M9 Set@6,M9 Hit@6,M10 Set@4,M10 Hit@4,M10 Set@5,M10 Hit@5,M10 Set@6,M10 Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
49816,49817,17511,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 34 40 68,0,2 34 40 68 80,0,2 34 40 68 80 17,1,20 39 53 58,0,20 39 53 58 73,0,20 39 53 58 73 21,1,3 29 34 39,1,3 29 34 39 61,2,3 29 34 39 61 8,2,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,1,4 20 39 53,0,4 20 39 53 23,0,4 20 39 53 23 56,0,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 61,2,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 34 39,1,3 29 34 39 66,1,3 29 34 39 66 76,2,2 6 7 13,0,2 6 7 13 14,0,2 6 7 13 14 15,1,20 36 40 60,2,20 36 40 60 30,2,20 36 40 60 30 16,2,34 70 44 79,0,34 70 44 79 6,0,34 70 44 79 6 61,1,34 39 54 70,0,34 39 54 66 70,0,8 34 39 54 66 70,0,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,1,29 34 70 79,0,29 34 66 70 79,0,29 34 54 66 70 79,0,44 54 61 79,1,44 54 61 79 49,1,44 54 61 79 49 6,1,1.0,1.25,1.5
49817,49818,17512,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,34 40 68 80,2,34 40 68 80 2,3,34 40 68 80 2 17,3,20 21 39 53,0,20 21 39 53 58,0,20 21 39 53 58 56,0,3 8 29 34,0,3 8 29 34 70,0,3 8 29 34 70 52,0,3 8 29 39,0,3 8 29 39 70,0,3 8 29 39 70 34,0,20 26 39 53,0,20 26 39 53 70,0,20 26 39 53 70 58,0,3 8 29 39,0,3 8 29 39 70,0,3 8 29 39 70 34,0,3 29 39 70,0,3 29 39 70 34,0,3 29 39 70 34 49,0,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,8 29 34 39,0,8 29 34 39 79,0,8 29 34 39 79 3,0,3 5 15 17,0,3 5 15 17 21,0,3 5 15 17 21 26,0,20 30 36 40,1,20 30 36 40 60,1,20 30 36 40 60 26,1,34 70 61 54,2,34 70 61 54 31,3,34 70 61 54 31 26,3,8 34 60 70,0,8 34 39 54 70,1,8 34 39 54 60 70,1,3 8 29 39,0,3 8 29 39 70,0,3 8 29 39 70 34,0,8 27 39 66,0,8 27 39 54 66,1,8 27 39 54 66 70,1,3 27 31 64,1,3 27 31 64 33,1,3 27 31 64 33 60,1,1.0,1.25,1.5
49818,49819,17513,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 40 61 80,0,2 40 61 80 17,1,2 40 61 80 17 26,1,20 39 53 73,2,20 39 53 73 21,2,20 39 53 73 21 56,3,3 8 29 34,1,3 8 29 34 52,1,3 8 29 34 52 61,1,29 34 39 70,1,29 34 39 70 3,2,29 34 39 70 3 64,2,4 20 39 53,2,4 20 39 53 26,2,4 20 39 53 26 23,2,29 34 39 70,1,29 34 39 70 3,2,29 34 39 70 3 64,2,3 29 34 39,2,3 29 34 39 70,2,3 29 34 39 70 61,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,34 39 64 70,1,34 39 64 70 3,2,34 39 64 70 3 29,2,2 4 9 12,2,2 4 9 12 13,2,2 4 9 12 13 14,2,20 30 36 40,1,20 30 36 40 60,1,20 30 36 40 60 80,1,61 34 54 70,0,61 34 54 70 31,0,61 34 54 70 31 79,1,8 34 60 70,0,8 34 39 60 70,1,8 34 39 54 60 70,1,29 34 39 70,1,29 34 39 70 3,2,29 34 39 70 3 64,2,8 34 60 70,0,8 34 39 60 70,1,8 34 39 54 60 70,1,19 54 55 61,2,19 54 55 61 31,2,19 54 55 61 31 14,2,1.0,1.25,1.5
49819,49820,17514,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 40 61 80,4,2 40 61 80 17,5,2 40 61 80 17 79,5,20 39 53 56,1,20 39 53 56 73,1,20 39 53 56 73 58,1,3 8 29 70,1,3 8 29 70 54,1,3 8 29 70 54 34,1,3 29 34 70,1,3 29 34 70 39,1,3 29 34 70 39 65,2,4 20 39 53,1,4 20 39 53 69,1,4 20 39 53 69 26,1,3 29 34 70,1,3 29 34 70 39,1,3 29 34 70 39 65,2,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 49,1,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 64 70,2,3 29 64 70 34,2,3 29 64 70 34 49,2,3 4 10 12,2,3 4 10 12 17,3,3 4 10 12 17 18,3,16 20 40 60,3,16 20 40 60 80,4,16 20 40 60 80 36,4,79 39 34 54,0,79 39 34 54 70,0,79 39 34 54 70 3,1,34 54 70 79,0,34 39 54 66 70,0,34 39 54 66 70 79,0,3 29 34 70,1,3 29 34 70 39,1,3 29 34 70 39 65,2,8 39 66 70,0,8 39 65 66 70,1,8 39 54 62 66 70,0,3 39 69 79,1,3 39 69 79 30,1,3 39 69 79 30 73,1,1.0,1.25,1.5
49820,49821,17515,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 40 61 80,0,2 40 61 80 17,0,2 40 61 80 17 31,0,20 39 53 56,1,20 39 53 56 73,1,20 39 53 56 73 4,1,3 8 29 34,1,3 8 29 34 64,1,3 8 29 34 64 65,1,8 29 39 70,1,8 29 39 70 34,1,8 29 39 70 34 3,1,4 20 30 53,1,4 20 30 53 39,1,4 20 30 53 39 77,2,8 29 39 70,1,8 29 39 70 34,1,8 29 39 70 34 3,1,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 61,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 39 61 70,0,3 39 61 70 64,0,3 39 61 70 64 60,1,2 3 9 12,1,2 3 9 12 14,2,2 3 9 12 14 15,3,20 40 60 80,1,20 40 60 80 16,1,20 40 60 80 16 30,1,61 3 79 31,0,61 3 79 31 14,1,61 3 79 31 14 34,1,8 34 60 70,1,8 34 39 60 70,1,8 34 39 54 60 70,1,8 29 39 70,1,8 29 39 70 34,1,8 29 39 70 34 3,1,8 34 60 70,1,8 20 31 39 65,0,8 39 54 60 65 70,1,3 20 61 64,0,3 20 61 64 14,1,3 20 61 64 14 12,2,1.0,1.25,1.5
49821,49822,17516,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 40 61 80,1,2 40 61 80 18,1,2 40 61 80 18 17,2,20 39 53 73,0,20 39 53 73 56,0,20 39 53 73 56 4,0,3 8 29 34,0,3 8 29 34 61,1,3 8 29 34 61 39,1,14 29 34 70,0,14 29 34 70 39,0,14 29 34 70 39 49,1,20 26 39 53,0,20 26 39 53 4,0,20 26 39 53 4 46,1,14 29 34 70,0,14 29 34 70 39,0,14 29 34 70 39 49,1,3 29 39 70,0,3 29 39 70 34,0,3 29 39 70 34 49,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,29 34 64 70,0,29 34 64 70 14,0,29 34 64 70 14 66,0,1 7 12 14,1,1 7 12 14 15,2,1 7 12 14 15 18,2,16 20 40 60,0,16 20 40 60 80,0,16 20 40 60 80 36,0,14 61 79 3,2,14 61 79 3 39,2,14 61 79 3 39 70,2,14 34 60 70,0,14 29 34 60 70,0,14 29 34 60 61 70,1,14 29 34 70,0,14 29 34 70 39,0,14 29 34 70 39 49,1,29 34 70 79,1,14 29 65 70 79,1,12 14 29 49 65 79,3,14 38 60 69,0,14 38 60 69 15,1,14 38 60 69 15 29,1,1.0,1.25,1.5
49822,49823,17517,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 17 40 61,1,2 17 40 61 18,2,2 17 40 61 18 9,3,20 39 46 53,0,20 39 46 53 56,0,20 39 46 53 56 73,1,8 29 34 65,1,8 29 34 65 3,1,8 29 34 65 3 61,1,3 29 34 70,0,3 29 34 70 39,0,3 29 34 70 39 14,1,4 20 39 53,1,4 20 39 53 79,1,4 20 39 53 79 61,1,3 29 34 70,0,3 29 34 70 39,0,3 29 34 70 39 14,1,3 29 39 70,0,3 29 39 70 34,0,3 29 39 70 34 61,0,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 34 61,0,3 29 34 61 12,1,3 29 34 61 12 70,1,9 12 15 17,3,9 12 15 17 24,3,9 12 15 17 24 44,3,16 20 40 60,1,16 20 40 60 36,1,16 20 40 60 36 56,1,79 61 12 14,2,79 61 12 14 46,2,79 61 12 14 46 70,2,29 34 70 79,0,14 29 34 70 79,1,14 29 34 61 70 79,1,3 29 34 70,0,3 29 34 70 39,0,3 29 34 70 39 14,1,29 34 70 79,0,14 29 65 70 79,1,14 29 44 65 70 79,1,12 44 61 79,1,12 44 61 79 52,1,12 44 61 79 52 46,1,1.0,1.25,1.5
49823,49824,17518,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,9 14 17 18,0,9 14 17 18 12,0,9 14 17 18 12 61,0,20 39 46 53,1,20 39 46 53 56,1,20 39 46 53 56 73,1,3 8 29 39,0,3 8 29 39 54,0,3 8 29 39 54 65,0,3 8 34 39,1,3 8 34 39 29,1,3 8 34 39 29 64,1,4 39 46 53,1,4 39 46 53 20,2,4 39 46 53 20 73,2,3 8 34 39,1,3 8 34 39 29,1,3 8 34 39 29 64,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 39 64,0,3 29 39 64 8,0,3 29 39 64 8 34,1,1 4 8 9,1,1 4 8 9 12,1,1 4 8 9 12 14,1,14 16 20 40,1,14 16 20 40 60,1,14 16 20 40 60 80,1,12 79 49 14,0,12 79 49 14 15,0,12 79 49 14 15 54,0,8 34 39 70,1,8 34 39 54 70,1,3 8 15 34 39 54,1,3 8 34 39,1,3 8 34 39 29,1,3 8 34 39 29 64,1,29 34 70 79,1,14 29 65 70 79,0,12 14 29 49 65 79,0,12 15 49 54,0,12 15 49 54 33,0,12 15 49 54 33 73,0,1.0,1.25,1.5
49824,49825,17519,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,9 12 14 55,1,9 12 14 55 61,2,9 12 14 55 61 2,3,4 20 39 53,0,4 20 39 53 56,0,4 20 39 53 56 73,0,8 29 34 70,0,8 29 34 70 65,0,8 29 34 70 65 3,0,3 29 39 70,0,3 29 39 70 8,0,3 29 39 70 8 34,0,4 20 39 53,0,4 20 39 53 46,1,4 20 39 53 46 56,1,3 29 39 70,0,3 29 39 70 8,0,3 29 39 70 8 34,0,29 34 39 70,0,29 34 39 70 3,0,29 34 39 70 3 64,0,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,9 33 39 64,1,9 33 39 64 61,2,9 33 39 64 61 29,2,4 10 19 20,2,4 10 19 20 25,2,4 10 19 20 25 30,3,14 20 40 60,0,14 20 40 60 16,0,14 20 40 60 16 34,0,14 12 61 79,1,14 12 61 79 55,1,14 12 61 79 55 34,1,8 34 39 70,0,8 34 39 54 70,0,8 34 35 39 54 70,0,3 29 39 70,0,3 29 39 70 8,0,3 29 39 70 8 34,0,29 34 70 79,0,14 29 65 70 79,0,29 34 35 65 70 79,0,34 35 51 55,0,34 35 51 55 19,1,34 35 51 55 19 20,1,1.0,1.25,1.5
49825,49826,17520,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 9 55 61,2,2 9 55 61 14,2,2 9 55 61 14 12,2,4 20 39 46,1,4 20 39 46 53,1,4 20 39 46 53 56,2,3 29 34 61,1,3 29 34 61 52,1,3 29 34 61 52 8,1,3 29 34 70,2,3 29 34 70 61,2,3 29 34 70 61 12,2,4 20 39 53,1,4 20 39 53 30,1,4 20 39 53 30 69,1,3 29 34 70,2,3 29 34 70 61,2,3 29 34 70 61 12,2,3 29 34 70,2,3 29 34 70 61,2,3 29 34 70 61 39,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 34 61,1,3 29 34 61 12,1,3 29 34 61 12 66,1,2 6 9 10,1,2 6 9 10 19,2,2 6 9 10 19 21,2,14 16 20 40,0,14 16 20 40 60,1,14 16 20 40 60 11,1,61 12 14 31,0,61 12 14 31 55,1,61 12 14 31 55 79,1,34 54 66 70,1,34 39 54 66 70,1,29 34 54 61 66 70,2,3 29 34 70,2,3 29 34 70 61,2,3 29 34 70 61 12,2,29 34 70 79,2,29 34 66 70 79,2,29 34 54 66 70 79,2,6 9 38 61,1,6 9 38 61 39,1,6 9 38 61 39 70,2,1.0,1.25,1.5
49826,49827,17521,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,9 14 55 61,1,9 14 55 61 12,2,9 14 55 61 12 2,2,4 20 39 53,2,4 20 39 53 56,2,4 20 39 53 56 46,2,8 29 34 70,0,8 29 34 70 61,0,8 29 34 70 61 3,1,3 14 29 39,3,3 14 29 39 8,3,3 14 29 39 8 79,3,4 20 39 53,2,4 20 39 53 61,2,4 20 39 53 61 46,2,3 14 29 39,3,3 14 29 39 8,3,3 14 29 39 8 79,3,3 14 29 39,3,3 14 29 39 52,4,3 14 29 39 52 70,4,1 2 3 4,2,1 2 3 4 5,3,1 2 3 4 5 6,4,3 8 29 39,2,3 8 29 39 61,2,3 8 29 39 61 64,2,1 4 9 19,1,1 4 9 19 22,1,1 4 9 19 22 24,1,14 20 40 60,2,14 20 40 60 16,2,14 20 40 60 16 34,2,61 55 14 19,1,61 55 14 19 79,1,61 55 14 19 79 12,2,14 29 70 79,1,14 29 34 70 79,1,29 34 39 66 70 79,2,3 14 29 39,3,3 14 29 39 8,3,3 14 29 39 8 79,3,29 34 70 79,0,19 29 55 70 79,0,14 19 29 55 70 79,1,19 24 55 70,0,19 24 55 70 29,0,19 24 55 70 29 63,0,1.0,1.25,1.5
49827,49828,17522,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 14 55 61,0,12 14 55 61 9,0,12 14 55 61 9 15,0,4 20 39 53,2,4 20 39 53 56,3,4 20 39 53 56 46,3,3 8 29 39,3,3 8 29 39 49,4,3 8 29 39 49 65,5,3 29 34 39,2,3 29 34 39 70,3,3 29 34 39 70 8,4,4 39 46 53,2,4 39 46 53 55,2,4 39 46 53 55 20,2,3 29 34 39,2,3 29 34 39 70,3,3 29 34 39 70 8,4,3 29 34 39,2,3 29 34 39 70,3,3 29 34 39 70 8,4,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,3,3 34 52 61,1,3 34 52 61 49,2,3 34 52 61 49 65,3,3 4 5 6,3,3 4 5 6 11,4,3 4 5 6 11 12,4,14 16 20 40,1,14 16 20 40 60,2,14 16 20 40 60 34,2,39 12 49 14,2,39 12 49 14 61,2,39 12 49 14 61 15,2,34 39 54 70,2,29 34 39 54 70,2,14 29 34 39 54 70,2,3 29 34 39,2,3 29 34 39 70,3,3 29 34 39 70 8,4,3 12 33 49,2,3 12 29 33 49,2,3 12 29 33 49 54,2,12 39 49 73,2,12 39 49 73 3,3,12 39 49 73 3 40,3,1.0,1.25,1.5
49828,49829,17523,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,4 12 14 55,1,4 12 14 55 15,2,4 12 14 55 15 61,3,4 20 39 53,0,4 20 39 53 56,1,4 20 39 53 56 46,1,8 29 34 39,1,8 29 34 39 79,2,8 29 34 39 79 3,2,3 29 34 39,1,3 29 34 39 14,1,3 29 34 39 14 64,1,4 20 39 53,0,4 20 39 53 23,1,4 20 39 53 23 79,2,3 29 34 39,1,3 29 34 39 14,1,3 29 34 39 14 64,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 14,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,3 8 34 39,0,3 8 34 39 14,0,3 8 34 39 14 79,1,3 4 6 8,1,3 4 6 8 11,1,3 4 6 8 11 13,1,14 20 40 60,0,14 20 40 60 16,0,14 20 40 60 16 11,0,39 49 14 3,0,39 49 14 3 12,0,39 49 14 3 12 55,1,34 39 54 70,1,34 39 54 70 79,2,29 34 39 54 70 79,3,3 29 34 39,1,3 29 34 39 14,1,3 29 34 39 14 64,1,29 34 70 79,2,14 29 55 70 79,3,14 29 55 65 70 79,3,3 39 49 70,0,3 39 49 70 11,0,3 39 49 70 11 8,0,1.0,1.25,1.5
49829,49830,17524,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 14 15 55,2,12 14 15 55 61,2,12 14 15 55 61 2,2,4 20 39 53,2,4 20 39 53 56,2,4 20 39 53 56 79,2,3 29 34 61,0,3 29 34 61 8,0,3 29 34 61 8 70,1,29 34 39 61,1,29 34 39 61 3,1,29 34 39 61 3 70,2,4 20 21 39,2,4 20 21 39 61,2,4 20 21 39 61 46,2,29 34 39 61,1,29 34 39 61 3,1,29 34 39 61 3 70,2,29 34 39 61,1,29 34 39 61 70,2,29 34 39 61 70 3,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,14 29 39 61,1,14 29 39 61 70,2,14 29 39 61 70 12,3,2 6 10 15,0,2 6 10 15 17,0,2 6 10 15 17 23,0,14 20 54 60,2,14 20 54 60 16,2,14 20 54 60 16 56,2,61 39 3 14,1,61 39 3 14 54,2,61 39 3 14 54 55,3,34 39 54 70,3,29 34 54 61 70,2,14 29 34 54 61 70,2,29 34 39 61,1,29 34 39 61 3,1,29 34 39 61 3 70,2,29 34 70 79,1,14 29 65 70 79,1,29 34 54 66 70 79,2,29 54 61 79,1,29 54 61 79 6,1,29 54 61 79 6 55,2,1.0,1.25,1.5
49830,49831,17525,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 15 55 67,0,12 15 55 67 61,0,12 15 55 67 61 14,0,4 20 39 53,0,4 20 39 53 56,0,4 20 39 53 56 77,0,3 8 34 65,0,3 8 34 65 39,0,3 8 34 65 39 29,1,8 29 39 61,1,8 29 39 61 14,1,8 29 39 61 14 70,1,4 20 39 53,0,4 20 39 53 46,0,4 20 39 53 46 26,1,8 29 39 61,1,8 29 39 61 14,1,8 29 39 61 14 70,1,3 29 39 70,1,3 29 39 70 61,1,3 29 39 70 61 34,1,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,2,29 39 61 70,1,29 39 61 70 64,1,29 39 61 70 64 15,1,1 7 12 19,1,1 7 12 19 20,1,1 7 12 19 20 26,2,14 20 54 60,0,14 20 54 60 16,0,14 20 54 60 16 56,0,61 54 39 12,0,61 54 39 12 55,0,61 54 39 12 55 19,1,8 39 54 70,0,8 14 39 54 70,0,8 14 29 39 54 70,1,8 29 39 61,1,8 29 39 61 14,1,8 29 39 61 14 70,1,29 34 70 79,2,14 29 65 70 79,2,14 19 29 65 70 79,3,39 54 55 70,0,39 54 55 70 20,0,39 54 55 70 20 63,0,1.0,1.25,1.5
49831,49832,17526,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,9 12 15 55,2,9 12 15 55 19,2,9 12 15 55 19 33,2,4 20 39 53,2,4 20 39 53 56,2,4 20 39 53 56 79,2,3 8 29 70,2,3 8 29 70 34,2,3 8 29 70 34 52,2,3 29 61 70,1,3 29 61 70 34,1,3 29 61 70 34 12,2,4 20 39 53,2,4 20 39 53 56,2,4 20 39 53 56 6,3,3 29 61 70,1,3 29 61 70 34,1,3 29 61 70 34 12,2,3 29 61 70,1,3 29 61 70 34,1,3 29 61 70 34 39,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,3 12 34 61,2,3 12 34 61 79,2,3 12 34 61 79 29,2,5 6 9 10,2,5 6 9 10 13,2,5 6 9 10 13 18,2,14 20 40 60,2,14 20 40 60 54,3,14 20 40 60 54 16,4,19 61 12 55,1,19 61 12 55 39,2,19 61 12 55 39 79,2,29 34 70 79,0,29 34 66 70 79,0,29 34 61 66 70 79,0,3 29 61 70,1,3 29 61 70 34,1,3 29 61 70 34 12,2,29 34 70 79,0,19 22 29 70 79,0,8 29 39 65 66 70,2,6 19 29 79,1,6 19 29 79 33,1,6 19 29 79 33 22,1,1.0,1.25,1.5
49832,49833,17527,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,9 12 15 55,0,9 12 15 55 19,0,9 12 15 55 19 59,0,4 20 39 53,0,4 20 39 53 79,0,4 20 39 53 79 6,1,8 29 34 39,0,8 29 34 39 3,0,8 29 34 39 3 70,0,29 34 39 70,0,29 34 39 70 3,0,29 34 39 70 3 61,0,4 39 53 55,0,4 39 53 55 20,0,4 39 53 55 20 56,0,29 34 39 70,0,29 34 39 70 3,0,29 34 39 70 3 61,0,29 34 39 70,0,29 34 39 70 3,0,29 34 39 70 3 65,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,29 34 39 70,0,29 34 39 70 66,0,29 34 39 70 66 3,0,3 6 8 10,1,3 6 8 10 12,1,3 6 8 10 12 14,1,14 16 20 60,0,14 16 20 60 40,0,14 16 20 60 40 54,1,39 54 3 15,1,39 54 3 15 6,2,39 54 3 15 6 12,2,34 39 54 70,1,34 39 54 66 70,1,8 34 39 54 66 70,1,29 34 39 70,0,29 34 39 70 3,0,29 34 39 70 3 61,0,8 15 39 66,0,8 39 54 66 70,1,8 34 39 54 66 70,1,3 15 39 54,1,3 15 39 54 60,1,3 15 39 54 60 8,1,1.0,1.25,1.5
49833,49834,17528,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 15 55 67,1,12 15 55 67 6,1,12 15 55 67 6 59,2,4 20 39 53,1,4 20 39 53 6,1,4 20 39 53 6 46,1,8 12 29 70,1,8 12 29 70 61,2,8 12 29 70 61 34,3,3 34 39 70,2,3 34 39 70 29,2,3 34 39 70 29 61,3,4 6 39 53,1,4 6 39 53 20,1,4 6 39 53 20 55,1,3 34 39 70,2,3 34 39 70 29,2,3 34 39 70 29 61,3,3 29 39 70,1,3 29 39 70 34,2,3 29 39 70 34 61,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 34 39 70,2,3 34 39 70 61,3,3 34 39 70 61 54,3,2 6 11 22,1,2 6 11 22 24,1,2 6 11 22 24 25,1,14 16 20 40,0,14 16 20 40 60,0,14 16 20 40 60 10,0,12 39 54 6,0,12 39 54 6 49,0,12 39 54 6 49 24,0,34 39 54 70,2,8 34 39 54 70,2,8 29 34 39 54 70,2,3 34 39 70,2,3 34 39 70 29,2,3 34 39 70 29 61,3,29 34 70 79,2,29 34 54 70 79,2,12 29 44 49 65 79,1,44 50 54 65,1,44 50 54 65 24,1,44 50 54 65 24 31,1,1.0,1.25,1.5
49834,49835,17529,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 12 15 67,0,6 12 15 67 9,1,6 12 15 67 9 59,1,4 20 39 53,1,4 20 39 53 6,1,4 20 39 53 6 18,2,8 34 39 61,1,8 34 39 61 3,2,8 34 39 61 3 29,2,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 14,1,4 20 26 39,0,4 20 26 39 53,1,4 20 26 39 53 79,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 14,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 61,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 61,2,2 7 18 21,1,2 7 18 21 26,1,2 7 18 21 26 27,2,14 16 20 60,1,14 16 20 60 19,1,14 16 20 60 19 10,2,12 61 70 54,1,12 61 70 54 39,1,12 61 70 54 39 14,1,34 39 54 70,0,8 29 34 39 70,0,8 29 34 39 54 70,0,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 14,1,29 34 55 70,0,29 34 54 55 70,0,29 34 52 54 55 70,0,34 44 61 70,2,34 44 61 70 28,2,34 44 61 70 28 63,2,1.0,1.25,1.5
49835,49836,17530,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 10 59 67,1,6 10 59 67 9,1,6 10 59 67 9 12,1,4 20 39 53,0,4 20 39 53 46,0,4 20 39 53 46 77,0,3 29 34 61,1,3 29 34 61 70,1,3 29 34 61 70 39,1,3 29 34 70,1,3 29 34 70 52,2,3 29 34 70 52 39,2,4 39 53 55,0,4 39 53 55 26,0,4 39 53 55 26 20,0,3 29 34 70,1,3 29 34 70 52,2,3 29 34 70 52 39,2,3 29 34 70,1,3 29 34 70 39,1,3 29 34 70 39 52,2,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,2,12 29 34 64,1,12 29 34 64 70,1,12 29 34 64 70 3,1,3 9 10 13,0,3 9 10 13 16,1,3 9 10 13 16 18,1,14 16 20 40,3,14 16 20 40 10,3,14 16 20 40 10 60,4,61 54 12 70,1,61 54 12 70 3,1,61 54 12 70 3 6,2,29 34 54 70,2,29 33 34 54 70,2,3 29 33 34 54 70,2,3 29 34 70,1,3 29 34 70 52,2,3 29 34 70 52 39,2,8 39 66 70,0,8 39 54 66 70,1,8 34 39 54 66 70,1,3 33 61 64,0,3 33 61 64 44,0,3 33 61 64 44 9,0,1.0,1.25,1.5
