Train End Draw,Target Draw,Training Size,Research Version,Research Config Hash,M1 Set@4,M1 Hit@4,M1 Set@5,M1 Hit@5,M1 Set@6,M1 Hit@6,M2 Set@4,M2 Hit@4,M2 Set@5,M2 Hit@5,M2 Set@6,M2 Hit@6,M3 Set@4,M3 Hit@4,M3 Set@5,M3 Hit@5,M3 Set@6,M3 Hit@6,M4-A Set@4,M4-A Hit@4,M4-A Set@5,M4-A Hit@5,M4-A Set@6,M4-A Hit@6,M4-B Set@4,M4-B Hit@4,M4-B Set@5,M4-B Hit@5,M4-B Set@6,M4-B Hit@6,M4-C Set@4,M4-C Hit@4,M4-C Set@5,M4-C Hit@5,M4-C Set@6,M4-C Hit@6,M4-D Set@4,M4-D Hit@4,M4-D Set@5,M4-D Hit@5,M4-D Set@6,M4-D Hit@6,M4-E Set@4,M4-E Hit@4,M4-E Set@5,M4-E Hit@5,M4-E Set@6,M4-E Hit@6,M4-F Set@4,M4-F Hit@4,M4-F Set@5,M4-F Hit@5,M4-F Set@6,M4-F Hit@6,M5 Set@4,M5 Hit@4,M5 Set@5,M5 Hit@5,M5 Set@6,M5 Hit@6,M6 Set@4,M6 Hit@4,M6 Set@5,M6 Hit@5,M6 Set@6,M6 Hit@6,Ensemble Set@4,Ensemble Hit@4,Ensemble Set@5,Ensemble Hit@5,Ensemble Set@6,Ensemble Hit@6,M7 Set@4,M7 Hit@4,M7 Set@5,M7 Hit@5,M7 Set@6,M7 Hit@6,M8 Set@4,M8 Hit@4,M8 Set@5,M8 Hit@5,M8 Set@6,M8 Hit@6,M9 Set@4,M9 Hit@4,M9 Set@5,M9 Hit@5,M9 Set@6,M9 Hit@6,M10 Set@4,M10 Hit@4,M10 Set@5,M10 Hit@5,M10 Set@6,M10 Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
48820,48821,16584,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 17 24 50,0,2 17 24 50 70,1,2 17 24 50 70 42,1,38 71 72 79,1,38 71 72 79 9,1,38 71 72 79 9 10,2,3 29 61 70,2,3 29 61 70 8,2,3 29 61 70 8 34,2,8 29 39 70,2,8 29 39 70 34,2,8 29 39 70 34 14,2,10 71 72 79,2,10 71 72 79 2,2,10 71 72 79 2 25,2,8 29 39 70,2,8 29 39 70 34,2,8 29 39 70 34 14,2,8 29 61 70,2,8 29 61 70 14,2,8 29 61 70 14 39,3,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,34 52 61 70,3,34 52 61 70 3,3,34 52 61 70 3 17,3,2 11 24 25,0,2 11 24 25 32,1,2 11 24 25 32 38,1,9 10 79 80,2,9 10 79 80 4,2,9 10 79 80 4 74,2,79 11 63 70,2,79 11 63 70 49,2,79 11 63 70 49 9,2,8 34 39 70,2,8 29 34 39 70,2,8 14 29 34 39 70,2,8 29 39 70,2,8 29 39 70 34,2,8 29 39 70 34 14,2,29 34 70 79,1,29 34 54 70 79,1,29 34 54 66 70 79,1,11 24 66 70,1,11 24 66 70 54,1,11 24 66 70 54 76,2,1.0,1.25,1.5
48821,48822,16585,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 17 24 70,0,2 17 24 70 50,0,2 17 24 70 50 42,0,10 38 71 72,2,10 38 71 72 79,2,10 38 71 72 79 9,2,3 8 29 34,1,3 8 29 34 70,1,3 8 29 34 70 65,2,3 8 29 34,1,3 8 29 34 28,1,3 8 29 34 28 70,1,2 25 72 79,1,2 25 72 79 10,1,2 25 72 79 10 71,2,3 8 29 34,1,3 8 29 34 28,1,3 8 29 34 28 70,1,3 8 29 70,1,3 8 29 70 39,1,3 8 29 70 39 14,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 29 34 39,0,3 29 34 39 8,1,3 29 34 39 8 28,1,10 21 32 33,1,10 21 32 33 39,1,10 21 32 33 39 40,2,9 10 79 80,0,9 10 79 80 74,0,9 10 79 80 74 72,1,63 72 39 70,1,63 72 39 70 34,1,63 72 39 70 34 61,1,8 29 34 70,1,8 29 34 39 70,1,8 29 34 39 66 70,1,3 8 29 34,1,3 8 29 34 28,1,3 8 29 34 28 70,1,8 39 66 70,1,8 29 39 66 70,1,8 29 34 39 66 70,1,39 61 64 70,0,39 61 64 70 72,1,39 61 64 70 72 52,1,1.0,1.25,1.5
48822,48823,16586,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 17 50 70,1,2 17 50 70 24,1,2 17 50 70 24 10,2,10 40 71 72,3,10 40 71 72 79,3,10 40 71 72 79 9,3,3 8 29 34,1,3 8 29 34 61,1,3 8 29 34 61 39,1,3 8 29 70,0,3 8 29 70 39,0,3 8 29 70 39 61,0,2 25 72 79,1,2 25 72 79 71,1,2 25 72 79 71 10,2,3 8 29 70,0,3 8 29 70 39,0,3 8 29 70 39 61,0,3 8 29 70,0,3 8 29 70 61,0,3 8 29 70 61 39,0,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 9 39 70,0,3 9 39 70 54,0,3 9 39 70 54 8,0,8 13 15 18,1,8 13 15 18 19,1,8 13 15 18 19 26,1,72 74 79 80,2,72 74 79 80 10,3,72 74 79 80 10 9,3,39 63 71 9,1,39 63 71 9 65,1,39 63 71 9 65 72,2,8 39 65 70,0,8 29 39 65 70,0,8 29 34 39 65 70,1,3 8 29 70,0,3 8 29 70 39,0,3 8 29 70 39 61,0,8 29 34 70,1,9 29 34 44 61,1,8 29 39 44 65 70,0,8 44 62 65,0,8 44 62 65 19,0,8 44 62 65 19 72,1,1.0,1.25,1.5
48823,48824,16587,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 17 50 70,0,2 17 50 70 72,0,2 17 50 70 72 63,0,10 40 71 72,0,10 40 71 72 79,1,10 40 71 72 79 55,1,3 8 29 34,3,3 8 29 34 70,3,3 8 29 34 70 39,3,3 8 29 34,3,3 8 29 34 39,3,3 8 29 34 39 70,3,10 71 72 79,1,10 71 72 79 40,1,10 71 72 79 40 25,1,3 8 29 34,3,3 8 29 34 39,3,3 8 29 34 39 70,3,3 29 34 70,2,3 29 34 70 61,2,3 29 34 70 61 8,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 39,2,3 29 34 39 8,3,3 29 34 39 8 70,3,4 10 11 15,0,4 10 11 15 17,0,4 10 11 15 17 23,0,10 72 79 80,2,10 72 79 80 9,2,10 72 79 80 9 74,2,72 63 34 40,0,72 63 34 40 8,1,72 63 34 40 8 39,1,8 34 39 70,1,8 29 34 39 70,2,8 29 34 39 70 72,2,3 8 29 34,3,3 8 29 34 39,3,3 8 29 34 39 70,3,29 34 70 79,2,29 34 54 70 79,3,29 34 54 61 70 79,3,33 34 63 72,0,33 34 63 72 17,0,33 34 63 72 17 15,0,1.0,1.25,1.5
48826,48827,16589,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 17 50 70,0,2 17 50 70 72,0,2 17 50 70 72 24,1,10 55 71 72,0,10 55 71 72 79,1,10 55 71 72 79 40,1,8 29 61 70,1,8 29 61 70 34,1,8 29 61 70 34 3,1,8 29 39 70,0,8 29 39 70 34,0,8 29 39 70 34 49,0,2 71 72 79,1,2 71 72 79 10,1,2 71 72 79 10 40,1,8 29 39 70,0,8 29 39 70 34,0,8 29 39 70 34 49,0,8 29 39 61,1,8 29 39 61 70,1,8 29 39 61 70 3,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,29 34 39 49,0,29 34 39 49 66,1,29 34 39 49 66 70,1,1 2 14 16,2,1 2 14 16 19,2,1 2 14 16 19 21,2,10 74 79 80,2,10 74 79 80 72,2,10 74 79 80 72 4,2,72 44 8 55,0,72 44 8 55 63,0,72 44 8 55 63 54,1,8 34 39 70,0,8 29 34 39 70,0,8 14 29 34 39 70,1,8 29 39 70,0,8 29 39 70 34,0,8 29 39 70 34 49,0,8 34 60 70,0,29 34 54 55 70,1,8 29 34 54 55 70,1,14 44 62 72,1,14 44 62 72 54,2,14 44 62 72 54 60,2,1.0,1.25,1.5
48827,48828,16590,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,24 53 70 72,0,24 53 70 72 50,0,24 53 70 72 50 80,1,55 71 72 79,1,55 71 72 79 10,1,55 71 72 79 10 40,1,29 34 64 70,2,29 34 64 70 3,2,29 34 64 70 3 39,2,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 61,1,40 71 72 79,1,40 71 72 79 10,1,40 71 72 79 10 9,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 61,1,3 29 61 70,1,3 29 61 70 39,1,3 29 61 70 39 34,1,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,2,3 17 34 39,0,3 17 34 39 29,1,3 17 34 39 29 64,2,1 9 11 14,0,1 9 11 14 18,1,1 9 11 14 18 23,1,4 10 74 80,2,4 10 74 80 79,3,4 10 74 80 79 71,3,72 79 65 64,2,72 79 65 64 54,2,72 79 65 64 54 9,2,29 34 70 79,2,8 34 39 66 70,0,8 29 34 39 66 70,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 61,1,29 34 70 79,2,29 34 54 70 79,2,29 34 54 66 70 79,2,61 64 66 79,2,61 64 66 79 9,2,61 64 66 79 9 65,2,1.0,1.25,1.5
48828,48829,16591,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,24 50 53 70,0,24 50 53 70 80,0,24 50 53 70 80 11,0,55 71 72 79,1,55 71 72 79 40,1,55 71 72 79 40 10,1,3 8 29 34,2,3 8 29 34 70,2,3 8 29 34 70 61,3,3 29 34 64,2,3 29 34 64 70,2,3 29 34 64 70 8,3,10 71 72 79,1,10 71 72 79 80,1,10 71 72 79 80 18,2,3 29 34 64,2,3 29 34 64 70,2,3 29 34 64 70 8,3,3 29 34 64,2,3 29 34 64 70,2,3 29 34 64 70 8,3,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 34 64,2,3 29 34 64 8,3,3 29 34 64 8 61,4,5 6 16 18,1,5 6 16 18 20,1,5 6 16 18 20 28,1,10 74 79 80,1,10 74 79 80 4,2,10 74 79 80 4 9,2,79 64 65 8,3,79 64 65 8 34,3,79 64 65 8 34 20,3,29 34 70 79,2,8 29 34 70 79,3,8 29 34 35 70 79,3,3 29 34 64,2,3 29 34 64 70,2,3 29 34 64 70 8,3,29 34 70 79,2,8 35 39 65 70,1,8 29 34 35 70 79,3,29 32 64 79,3,29 32 64 79 28,3,29 32 64 79 28 35,3,1.0,1.25,1.5
48829,48830,16592,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,54 70 76 80,1,54 70 76 80 24,1,54 70 76 80 24 55,1,55 71 72 79,1,55 71 72 79 40,1,55 71 72 79 40 10,1,3 29 34 70,1,3 29 34 70 61,1,3 29 34 70 61 8,2,3 12 29 39,0,3 12 29 39 70,0,3 12 29 39 70 34,1,8 71 72 79,2,8 71 72 79 10,2,8 71 72 79 10 18,2,3 12 29 39,0,3 12 29 39 70,0,3 12 29 39 70 34,1,3 29 34 70,1,3 29 34 70 39,1,3 29 34 70 39 61,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,3 12 29 34,1,3 12 29 34 76,2,3 12 29 34 76 39,2,1 4 8 13,2,1 4 8 13 18,2,1 4 8 13 18 22,3,10 74 79 80,0,10 74 79 80 4,1,10 74 79 80 4 9,1,79 8 54 64,1,79 8 54 64 63,1,79 8 54 64 63 72,2,29 34 70 79,1,8 29 34 70 79,2,3 8 29 34 70 79,2,3 12 29 39,0,3 12 29 39 70,0,3 12 29 39 70 34,1,29 34 70 79,1,29 34 54 70 79,1,29 34 54 66 70 79,1,29 54 61 79,0,29 54 61 79 8,1,29 54 61 79 8 52,2,1.0,1.25,1.5
48830,48831,16593,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,54 55 76 80,1,54 55 76 80 70,1,54 55 76 80 70 64,1,40 55 71 72,0,40 55 71 72 79,1,40 55 71 72 79 10,1,3 8 29 34,0,3 8 29 34 70,0,3 8 29 34 70 61,0,3 8 29 39,0,3 8 29 39 70,0,3 8 29 39 70 34,0,10 71 72 79,1,10 71 72 79 55,1,10 71 72 79 55 9,1,3 8 29 39,0,3 8 29 39 70,0,3 8 29 39 70 34,0,3 29 34 39,0,3 29 34 39 70,0,3 29 34 39 70 8,0,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,1,29 34 39 64,0,29 34 39 64 3,0,29 34 39 64 3 8,0,4 6 7 8,1,4 6 7 8 16,1,4 6 7 8 16 21,1,72 74 79 80,2,72 74 79 80 4,2,72 74 79 80 4 10,2,79 8 72 63,1,79 8 72 63 64,1,79 8 72 63 64 34,1,8 29 34 70,0,8 29 34 39 70,0,8 29 34 39 70 79,1,3 8 29 39,0,3 8 29 39 70,0,3 8 29 39 70 34,0,29 34 70 79,1,29 34 54 70 79,1,14 29 54 65 70 79,2,8 34 52 65,2,8 34 52 65 31,2,8 34 52 65 31 60,3,1.0,1.25,1.5
48831,48832,16594,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,54 76 79 80,0,54 76 79 80 41,0,54 76 79 80 41 60,1,40 55 71 72,0,40 55 71 72 79,0,40 55 71 72 79 80,0,8 29 34 61,0,8 29 34 61 3,1,8 29 34 61 3 70,2,3 29 39 61,2,3 29 39 61 70,3,3 29 39 61 70 64,3,10 71 72 79,0,10 71 72 79 2,0,10 71 72 79 2 40,0,3 29 39 61,2,3 29 39 61 70,3,3 29 39 61 70 64,3,29 39 61 70,2,29 39 61 70 3,3,29 39 61 70 3 34,3,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 39 61,2,3 29 39 61 64,2,3 29 39 61 64 79,2,5 7 12 20,1,5 7 12 20 22,2,5 7 12 20 22 25,2,72 74 79 80,0,72 74 79 80 10,0,72 74 79 80 10 73,1,79 65 8 72,0,79 65 8 72 54,0,79 65 8 72 54 34,0,29 34 70 79,1,8 29 34 70 79,1,8 29 34 39 70 79,2,3 29 39 61,2,3 29 39 61 70,3,3 29 39 61 70 64,3,29 34 70 79,1,29 34 54 70 79,1,14 29 54 65 70 79,1,52 65 66 79,0,52 65 66 79 73,1,52 65 66 79 73 12,2,1.0,1.25,1.5
48832,48833,16595,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,60 76 77 80,0,60 76 77 80 79,0,60 76 77 80 79 41,1,55 71 72 79,1,55 71 72 79 80,1,55 71 72 79 80 40,2,8 29 65 70,1,8 29 65 70 34,1,8 29 65 70 34 63,1,3 29 39 70,0,3 29 39 70 8,0,3 29 39 70 8 65,1,18 72 79 80,1,18 72 79 80 2,2,18 72 79 80 2 71,2,3 29 39 70,0,3 29 39 70 8,0,3 29 39 70 8 65,1,3 29 39 70,0,3 29 39 70 8,0,3 29 39 70 8 34,0,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,8 29 64 70,1,8 29 64 70 39,1,8 29 64 70 39 34,1,3 4 12 17,0,3 4 12 17 19,1,3 4 12 17 19 22,2,72 74 79 80,2,72 74 79 80 73,3,72 74 79 80 73 10,3,79 63 65 72,2,79 63 65 72 44,2,79 63 65 72 44 8,2,29 34 70 79,0,8 29 34 39 70,0,8 29 34 39 70 79,0,3 29 39 70,0,3 29 39 70 8,0,3 29 39 70 8 65,1,29 34 70 79,0,29 34 54 70 79,0,29 34 54 66 70 79,0,36 39 63 70,0,36 39 63 70 62,0,36 39 63 70 62 3,0,1.0,1.25,1.5
48833,48834,16596,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,32 41 60 76,2,32 41 60 76 80,2,32 41 60 76 80 64,2,40 55 71 72,1,40 55 71 72 79,1,40 55 71 72 79 80,1,3 8 29 61,1,3 8 29 61 34,1,3 8 29 61 34 39,1,3 8 29 70,1,3 8 29 70 39,1,3 8 29 70 39 65,1,40 72 79 80,1,40 72 79 80 25,2,40 72 79 80 25 10,2,3 8 29 70,1,3 8 29 70 39,1,3 8 29 70 39 65,1,3 29 61 70,1,3 29 61 70 8,1,3 29 61 70 8 39,1,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 39 70,1,3 29 39 70 9,1,3 29 39 70 9 31,1,2 7 19 22,1,2 7 19 22 23,2,2 7 19 22 23 26,3,72 73 74 80,1,72 73 74 80 79,1,72 73 74 80 79 4,1,79 65 64 8,0,79 65 64 8 44,0,79 65 64 8 44 72,1,3 29 65 79,1,3 29 34 65 79,1,3 8 29 34 65 79,1,3 8 29 70,1,3 8 29 70 39,1,3 8 29 70 39 65,1,8 35 44 65,0,8 29 34 35 52,1,8 29 31 34 35 52,1,52 64 65 73,1,52 64 65 73 74,1,52 64 65 73 74 40,1,1.0,1.25,1.5
48834,48835,16597,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,41 53 60 77,2,41 53 60 77 80,2,41 53 60 77 80 52,2,40 55 71 72,1,40 55 71 72 79,1,40 55 71 72 79 80,1,3 8 34 61,1,3 8 34 61 29,1,3 8 34 61 29 70,2,3 12 29 61,1,3 12 29 61 49,1,3 12 29 61 49 70,2,10 25 72 79,3,10 25 72 79 2,4,10 25 72 79 2 3,5,3 12 29 61,1,3 12 29 61 49,1,3 12 29 61 49 70,2,3 29 61 70,2,3 29 61 70 12,2,3 29 61 70 12 34,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 12 29 70,2,3 12 29 70 61,2,3 12 29 70 61 34,2,3 5 7 16,2,3 5 7 16 21,2,3 5 7 16 21 23,3,72 73 74 80,2,72 73 74 80 75,2,72 73 74 80 75 79,2,65 79 3 72,2,65 79 3 72 64,2,65 79 3 72 64 44,2,3 12 64 79,1,3 12 64 65 79,1,3 29 34 65 70 79,2,3 12 29 61,1,3 12 29 61 49,1,3 12 29 61 49 70,2,29 34 70 79,1,8 35 39 65 70,2,8 35 39 44 65 70,2,3 52 60 72,3,3 52 60 72 77,3,3 52 60 72 77 69,4,1.0,1.25,1.5
48835,48836,16598,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,32 41 60 80,0,32 41 60 80 72,0,32 41 60 80 72 76,0,40 55 71 72,1,40 55 71 72 79,1,40 55 71 72 79 80,1,3 8 29 34,0,3 8 29 34 61,1,3 8 29 34 61 70,1,3 8 29 70,0,3 8 29 70 14,0,3 8 29 70 14 61,1,10 25 72 79,0,10 25 72 79 40,0,10 25 72 79 40 2,0,3 8 29 70,0,3 8 29 70 14,0,3 8 29 70 14 61,1,3 8 29 70,0,3 8 29 70 61,1,3 8 29 70 61 39,2,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,1,3 8 29 70,0,3 8 29 70 52,0,3 8 29 70 52 44,1,2 3 10 16,0,2 3 10 16 19,0,2 3 10 16 19 23,0,72 73 74 80,0,72 73 74 80 75,0,72 73 74 80 75 79,0,3 65 63 72,0,3 65 63 72 79,0,3 65 63 72 79 44,1,8 29 34 70,0,3 8 33 34 70,0,3 8 29 33 34 70,0,3 8 29 70,0,3 8 29 70 14,0,3 8 29 70 14 61,1,29 34 70 79,0,14 29 65 70 79,0,14 29 44 65 70 79,1,3 36 63 70,0,3 36 63 70 72,0,3 36 63 70 72 76,0,1.0,1.25,1.5
48836,48837,16599,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,41 57 60 72,0,41 57 60 72 52,0,41 57 60 72 52 32,0,40 55 71 72,1,40 55 71 72 79,2,40 55 71 72 79 3,2,3 8 34 61,2,3 8 34 61 29,2,3 8 34 61 29 70,2,3 29 61 70,1,3 29 61 70 39,2,3 29 61 70 39 34,2,10 63 72 79,1,10 63 72 79 25,1,10 63 72 79 25 3,1,3 29 61 70,1,3 29 61 70 39,2,3 29 61 70 39 34,2,3 29 61 70,1,3 29 61 70 79,2,3 29 61 70 79 39,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 61,1,3 29 34 61 12,2,3 29 34 61 12 70,2,5 7 9 13,1,5 7 9 13 17,1,5 7 9 13 17 27,2,72 73 74 80,0,72 73 74 80 76,0,72 73 74 80 76 75,0,72 3 65 64,0,72 3 65 64 61,1,72 3 65 64 61 63,1,29 34 70 79,1,3 64 65 70 79,1,3 29 34 65 70 79,1,3 29 61 70,1,3 29 61 70 39,2,3 29 61 70 39 34,2,29 34 70 79,1,29 34 54 70 79,1,29 34 54 66 70 79,2,9 39 61 64,2,9 39 61 64 27,3,9 39 61 64 27 44,4,1.0,1.25,1.5
48837,48838,16600,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,26 41 60 77,2,26 41 60 77 7,2,26 41 60 77 7 57,2,55 71 72 79,1,55 71 72 79 40,1,55 71 72 79 40 80,1,8 29 61 70,0,8 29 61 70 3,0,8 29 61 70 3 65,0,8 29 39 61,0,8 29 39 61 70,0,8 29 39 61 70 34,0,3 64 72 79,0,3 64 72 79 2,1,3 64 72 79 2 18,1,8 29 39 61,0,8 29 39 61 70,0,8 29 39 61 70 34,0,8 29 39 61,0,8 29 39 61 70,0,8 29 39 61 70 3,0,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,15 29 34 39,0,15 29 34 39 8,0,15 29 34 39 8 3,0,1 7 8 12,1,1 7 8 12 14,1,1 7 8 12 14 19,2,72 73 74 80,0,72 73 74 80 77,0,72 73 74 80 77 76,0,79 44 8 65,0,79 44 8 65 3,0,79 44 8 65 3 64,0,29 34 70 79,0,8 29 34 70 79,0,8 29 34 66 70 79,0,8 29 39 61,0,8 29 39 61 70,0,8 29 39 61 70 34,0,29 34 70 79,0,8 35 39 66 70,0,8 35 39 65 66 70,0,44 61 66 79,0,44 61 66 79 8,0,44 61 66 79 8 39,0,1.0,1.25,1.5
48838,48839,16601,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,7 41 47 52,1,7 41 47 52 60,2,7 41 47 52 60 77,3,40 55 71 72,2,40 55 71 72 79,2,40 55 71 72 79 80,2,3 8 29 65,0,3 8 29 65 61,0,3 8 29 65 61 70,1,3 29 34 61,1,3 29 34 61 70,2,3 29 34 61 70 39,2,25 72 79 80,1,25 72 79 80 56,1,25 72 79 80 56 2,1,3 29 34 61,1,3 29 34 61 70,2,3 29 34 61 70 39,2,3 29 61 70,1,3 29 61 70 34,2,3 29 61 70 34 39,2,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 12 29 61,1,3 12 29 61 64,2,3 12 29 61 64 34,3,2 4 12 17,1,2 4 12 17 19,2,2 4 12 17 19 20,2,72 73 74 80,2,72 73 74 80 2,2,72 73 74 80 2 77,3,79 72 3 65,1,79 72 3 65 60,2,79 72 3 65 60 44,2,29 34 70 79,2,3 12 64 65 79,2,3 29 34 65 70 79,2,3 29 34 61,1,3 29 34 61 70,2,3 29 34 61 70 39,2,29 34 70 79,2,29 34 54 70 79,2,8 29 34 52 60 72,3,23 52 54 60,1,23 52 54 60 31,1,23 52 54 60 31 17,1,1.0,1.25,1.5
48839,48840,16602,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,19 41 60 77,1,19 41 60 77 36,1,19 41 60 77 36 7,1,40 55 71 72,1,40 55 71 72 77,1,40 55 71 72 77 79,1,3 8 29 61,0,3 8 29 61 70,0,3 8 29 61 70 36,0,8 29 39 70,0,8 29 39 70 65,0,8 29 39 70 65 3,0,2 64 72 79,0,2 64 72 79 25,0,2 64 72 79 25 56,1,8 29 39 70,0,8 29 39 70 65,0,8 29 39 70 65 3,0,8 29 39 70,0,8 29 39 70 3,0,8 29 39 70 3 34,1,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,1,8 34 39 64,1,8 34 39 64 29,1,8 34 39 64 29 70,1,11 12 19 26,2,11 12 19 26 28,2,11 12 19 26 28 32,2,72 73 74 80,1,72 73 74 80 2,1,72 73 74 80 2 62,1,79 72 64 44,0,79 72 64 44 63,1,79 72 64 44 63 3,1,29 34 70 79,1,29 34 65 70 79,1,3 29 34 65 70 79,1,8 29 39 70,0,8 29 39 70 65,0,8 29 39 70 65 3,0,29 34 70 79,1,29 34 54 70 79,1,29 34 54 61 70 79,1,36 63 70 72,1,36 63 70 72 64,1,36 63 70 72 64 34,2,1.0,1.25,1.5
48840,48841,16603,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,19 41 52 60,0,19 41 52 60 7,0,19 41 52 60 7 73,1,55 71 72 79,3,55 71 72 79 80,3,55 71 72 79 80 40,4,8 29 34 61,1,8 29 34 61 3,1,8 29 34 61 3 70,1,3 29 34 52,1,3 29 34 52 61,1,3 29 34 52 61 39,1,10 25 72 79,2,10 25 72 79 71,2,10 25 72 79 71 40,3,3 29 34 52,1,3 29 34 52 61,1,3 29 34 52 61 39,1,3 29 52 61,1,3 29 52 61 70,1,3 29 52 61 70 34,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 52,1,3 29 34 52 39,1,3 29 34 52 39 64,1,5 10 11 17,1,5 10 11 17 18,1,5 10 11 17 18 19,1,72 73 74 80,2,72 73 74 80 77,2,72 73 74 80 77 76,3,72 63 52 34,1,72 63 52 34 19,1,72 63 52 34 19 79,2,29 34 70 79,2,3 29 34 70 79,2,3 34 52 65 70 79,1,3 29 34 52,1,3 29 34 52 61,1,3 29 34 52 61 39,1,29 34 70 79,2,29 34 54 70 79,2,29 34 52 54 61 72,2,19 34 52 63,0,19 34 52 63 31,1,19 34 52 63 31 55,2,1.0,1.25,1.5
48841,48842,16604,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,19 52 60 73,0,19 52 60 73 7,0,19 52 60 73 7 56,0,55 71 72 79,1,55 71 72 79 40,1,55 71 72 79 40 80,2,8 29 34 70,3,8 29 34 70 3,4,8 29 34 70 3 61,4,8 29 34 61,2,8 29 34 61 70,3,8 29 34 61 70 3,4,10 25 72 79,1,10 25 72 79 64,2,10 25 72 79 64 40,2,8 29 34 61,2,8 29 34 61 70,3,8 29 34 61 70 3,4,3 8 29 61,2,3 8 29 61 34,3,3 8 29 61 34 70,4,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,3 8 29 34,3,3 8 29 34 61,3,3 8 29 34 61 14,3,1 9 14 17,1,1 9 14 17 24,2,1 9 14 17 24 27,2,72 74 77 80,2,72 74 77 80 76,2,72 74 77 80 76 73,2,79 64 73 19,1,79 64 73 19 52,1,79 64 73 19 52 63,1,29 34 70 79,2,29 34 65 70 79,2,14 29 34 61 70 79,2,8 29 34 61,2,8 29 34 61 70,3,8 29 34 61 70 3,4,29 34 70 79,2,14 29 65 70 79,1,14 29 44 65 70 79,1,27 29 73 79,0,27 29 73 79 31,0,27 29 73 79 31 17,1,1.0,1.25,1.5
