Train End Draw,Target Draw,Training Size,Strategy Version,Config Version,Config Hash,M1 Top6,M1 Hit@4,M1 Hit@5,M1 Hit@6,M2 Top6,M2 Hit@4,M2 Hit@5,M2 Hit@6,M3 Top6,M3 Hit@4,M3 Hit@5,M3 Hit@6,M4 Top6,M4 Hit@4,M4 Hit@5,M4 Hit@6,M5 Top6,M5 Hit@4,M5 Hit@5,M5 Hit@6,M6 Top6,M6 Hit@4,M6 Hit@5,M6 Hit@6,Ensemble Top6,Ensemble Hit@4,Ensemble Hit@5,Ensemble Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
32953,32954,1885,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,35 46 68 74 16 34,1,1,1,15 22 33 46 63 70,1,1,1,19 51 52 73 46 71,2,2,3,19 23 51 79 15 55,2,3,3,4 13 18 23 26 28,2,2,2,31 36 39 61 40 66,2,2,3,46 70 34 23 71 15,0,1,2,1.0,1.25,1.5
32954,32955,1886,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,35 46 68 74 16 24,1,1,1,15 63 70 79 22 33,2,3,3,19 51 52 73 55 71,1,1,1,15 19 42 51 52 55,2,2,2,3 4 10 12 13 15,0,0,1,31 33 36 39 61 40,1,1,1,15 70 46 51 71 61,1,1,1,1.0,1.25,1.5
32955,32956,1887,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,16 35 68 74 7 46,1,1,1,6 15 22 33 46 51,0,0,1,19 51 52 55 79 73,2,2,3,19 42 51 52 46 55,2,2,2,2 6 15 17 19 22,1,1,1,31 35 36 39 33 40,0,0,0,15 79 46 34 70 51,1,1,2,1.0,1.25,1.5
32956,32957,1888,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 13 28 35 68 74,1,2,2,15 51 63 79 6 17,0,1,1,19 51 52 73 15 68,2,2,3,45 51 71 79 19 15,0,0,0,1 4 9 10 13 17,1,2,2,31 36 39 61 66 33,0,0,0,51 34 79 15 73 70,1,2,2,1.0,1.25,1.5
32957,32958,1889,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 35 68 73 64 74,2,2,2,6 15 51 63 79 17,1,1,1,19 51 52 79 16 42,1,2,3,15 23 51 79 19 73,1,1,1,4 6 11 13 20 23,1,1,1,31 36 39 61 66 33,2,3,3,73 34 51 23 79 46,1,1,1,1.0,1.25,1.5
32958,32959,1890,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 16 35 68 64 74,0,1,1,6 15 17 33 51 63,1,1,2,45 46 51 73 52 79,0,1,1,15 42 51 79 68 19,0,0,0,5 7 8 13 16 18,3,3,4,31 36 61 66 39 69,0,0,1,51 71 34 16 73 68,0,0,0,1.0,1.25,1.5
32961,32962,1892,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 28 35 64 77 25,0,0,0,6 15 17 33 51 63,0,0,1,19 51 52 79 46 68,0,0,0,19 46 51 71 52 15,1,1,1,1 6 8 12 17 19,0,0,0,39 61 66 69 36 65,1,1,1,51 71 68 16 34 23,1,1,2,1.0,1.25,1.5
32962,32963,1893,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 28 35 64 13 71,3,3,3,6 22 51 63 15 17,1,1,1,19 51 52 79 71 23,0,0,1,42 51 52 79 19 15,0,0,0,4 5 20 22 23 26,2,3,3,26 36 66 69 39 61,1,2,2,23 71 59 51 66 61,2,2,2,1.0,1.25,1.5
32963,32964,1894,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 35 64 77 25,1,1,1,6 22 51 63 15 17,1,1,2,19 51 52 73 79 23,2,2,3,15 19 51 52 23 42,2,3,4,4 18 22 23 25 34,1,1,1,36 39 66 69 26 29,0,1,1,23 34 51 59 71 66,1,1,1,1.0,1.25,1.5
32964,32965,1895,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 35 64 77 38,2,2,2,6 17 22 51 63 23,0,1,2,19 51 52 73 79 34,1,2,3,19 42 51 71 15 16,3,3,3,1 2 6 7 11 13,0,1,2,36 39 66 69 26 31,2,3,3,34 23 51 71 16 19,3,3,4,1.0,1.25,1.5
32965,32966,1896,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 35 64 26 71,1,1,1,6 23 34 51 63 17,2,2,2,42 51 52 55 19 16,1,1,1,19 51 52 79 15 42,1,2,2,3 4 11 13 14 19,2,2,2,36 39 66 69 61 31,1,2,3,34 23 59 19 71 51,2,2,2,1.0,1.25,1.5
32966,32967,1897,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 35 52 67 71,0,0,0,6 34 51 63 23 15,2,2,3,19 51 52 73 70 71,1,1,1,34 42 51 79 15 19,1,2,2,2 4 8 11 15 23,2,3,3,36 39 66 69 61 31,1,1,2,34 23 61 71 19 66,0,0,0,1.0,1.25,1.5
32967,32968,1898,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 35 38 52 47,2,2,2,6 34 51 63 15 22,2,2,3,19 51 52 73 46 34,1,1,1,19 51 73 79 52 22,2,2,3,3 5 8 9 11 15,0,0,0,31 39 61 69 66 36,0,0,0,23 34 51 71 45 66,2,2,2,1.0,1.25,1.5
32968,32969,1899,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 44 52 67 47,0,0,1,6 34 51 63 22 15,1,1,2,16 19 51 52 42 11,0,1,2,16 19 51 73 15 42,1,2,3,4 13 20 22 24 28,0,0,0,31 39 61 69 29 21,1,1,1,51 23 34 71 63 11,1,1,2,1.0,1.25,1.5
32969,32970,1900,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 44 47 67 52,0,0,0,6 34 51 63 15 22,0,0,0,19 51 52 79 55 42,0,0,0,15 19 42 51 79 16,0,0,0,1 5 7 9 10 11,1,1,1,31 34 36 39 69 29,2,3,4,34 15 51 11 23 71,0,0,0,1.0,1.25,1.5
32970,32971,1901,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 44 47 67 13 5,1,1,1,6 34 51 63 15 22,2,2,3,19 23 52 73 51 42,2,3,3,19 51 52 79 15 49,2,2,3,2 5 12 14 20 28,0,0,0,29 31 34 39 69 36,1,1,1,34 23 11 15 51 63,2,3,3,1.0,1.25,1.5
32973,32974,1903,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 38 42 47 67 11,0,0,0,6 34 51 63 15 22,2,2,2,19 51 73 79 45 71,2,2,2,19 51 52 71 42 73,2,2,3,2 11 12 13 17 24,0,1,1,31 34 36 39 29 69,0,0,1,11 34 23 51 79 19,1,1,1,1.0,1.25,1.5
32974,32975,1904,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 8 42 47 5 38,2,2,2,33 34 51 63 6 15,0,0,1,19 51 52 73 45 79,0,1,1,15 19 51 52 79 45,1,1,2,1 3 8 9 10 17,2,3,3,31 34 39 61 36 21,0,0,1,51 23 11 34 61 63,0,0,0,1.0,1.25,1.5
32975,32976,1905,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 28 42 47 38 26,0,0,0,15 33 34 51 63 6,1,1,1,19 42 51 55 45 46,1,2,3,19 51 52 73 45 66,1,2,2,3 9 10 13 15 21,1,1,1,21 29 31 39 34 36,0,0,0,23 51 34 11 15 19,2,2,2,1.0,1.25,1.5
32976,32977,1906,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 11 42 67 56 28,0,0,0,34 51 58 63 11 15,2,2,2,42 51 52 73 46 45,1,1,2,15 34 51 79 42 66,2,2,2,8 9 11 45 46 48,1,1,1,1 21 31 39 61 36,1,2,2,51 11 23 34 15 61,3,3,4,1.0,1.25,1.5
32977,32978,1907,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 11 23 42 56 26,1,2,2,33 34 51 58 63 11,1,1,1,51 52 61 70 45 73,1,1,2,23 42 51 52 15 79,1,1,1,1 2 3 5 14 16,1,2,2,29 31 39 69 21 9,1,2,2,23 51 34 61 3 11,1,2,2,1.0,1.25,1.5
32978,32979,1908,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 11 28 42 38 56,1,1,1,34 51 58 63 11 15,1,1,1,19 45 51 52 55 70,2,2,2,15 19 51 52 42 68,2,2,2,3 14 19 21 27 28,2,2,3,31 39 61 69 34 64,0,0,0,51 34 61 23 11 45,0,0,0,1.0,1.25,1.5
32979,32980,1909,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 28 42 75 11 13,2,2,2,34 51 58 63 15 11,1,1,1,19 51 55 71 52 45,0,1,1,15 19 51 52 45 79,1,1,2,5 10 13 14 19 20,1,1,2,9 29 34 39 69 64,1,1,1,61 51 14 19 11 34,2,2,2,1.0,1.25,1.5
32980,32981,1910,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 14 28 42 75 61,1,1,1,34 51 58 63 15 61,2,2,2,19 42 51 73 45 55,3,3,3,15 19 51 52 45 34,1,1,2,3 12 14 20 24 29,2,2,2,29 39 64 69 63 9,1,1,1,61 14 51 34 79 19,1,1,2,1.0,1.25,1.5
32981,32982,1911,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 28 75 78 42 72,2,3,4,34 51 58 63 11 15,2,3,3,11 51 52 73 45 55,2,3,3,15 19 51 71 23 52,1,1,1,7 11 12 17 18 19,1,1,1,19 29 39 69 64 9,0,0,1,11 34 51 61 14 19,3,3,3,1.0,1.25,1.5
32982,32983,1912,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 42 72 75 78 28,1,1,1,11 34 51 58 61 63,1,1,1,19 45 51 73 52 42,1,1,1,19 45 51 79 15 73,1,1,1,2 3 9 10 11 13,2,2,2,9 29 39 69 64 19,1,1,1,51 61 3 11 45 68,1,2,2,1.0,1.25,1.5
32985,32986,1914,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 12 42 57 75 78,0,0,1,11 34 45 51 58 61,0,0,0,19 42 51 73 52 57,1,1,1,19 42 51 52 79 23,0,0,0,3 4 5 10 12 20,1,1,1,3 4 9 64 69 24,1,2,2,3 34 51 45 68 11,0,0,0,1.0,1.25,1.5
32986,32987,1915,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 57 75 78 28 12,2,3,3,11 34 45 51 58 61,1,2,2,15 19 51 52 70 23,2,2,3,19 51 52 79 45 42,1,1,1,1 9 10 13 14 21,2,2,2,3 4 9 23 29 8,1,1,1,9 45 51 3 14 10,0,0,0,1.0,1.25,1.5
32987,32988,1916,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 57 75 78 27 28,3,3,4,11 34 45 51 58 61,0,0,0,19 51 52 73 15 11,0,1,1,15 19 51 52 73 79,1,1,1,1 6 13 15 23 27,1,1,1,3 4 9 23 29 8,2,2,2,34 9 23 51 45 73,0,0,0,1.0,1.25,1.5
32988,32989,1917,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 28 75 78 10 57,1,1,1,11 34 51 58 61 63,2,2,2,19 45 51 52 11 73,1,1,2,19 34 51 52 15 23,2,3,3,3 4 10 15 20 28,3,3,3,3 4 23 33 8 9,2,2,2,34 3 45 10 61 15,2,2,3,1.0,1.25,1.5
32989,32990,1918,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 58 75 78 10 57,1,2,2,3 11 15 34 58 61,1,1,1,19 51 52 73 79 46,1,1,1,15 19 51 71 79 52,1,1,1,2 3 4 15 19 24,2,2,2,3 4 33 34 8 23,2,3,3,3 73 15 34 19 33,1,1,1,1.0,1.25,1.5
32990,32991,1919,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 57 75 78 10 28,0,1,1,3 11 15 34 51 58,1,1,1,19 51 52 68 73 42,0,0,0,15 19 23 51 45 52,2,2,2,3 4 6 8 9 10,2,2,3,3 4 8 9 34 5,1,1,2,3 10 34 51 15 73,1,2,2,1.0,1.25,1.5
32991,32992,1920,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 10 57 75 68 58,0,1,2,15 34 58 69 3 51,1,1,1,42 51 52 73 19 55,1,2,3,19 23 51 55 79 15,3,3,3,2 5 6 8 10 15,1,1,1,3 4 8 9 5 6,1,2,2,3 34 10 15 73 23,0,1,2,1.0,1.25,1.5
32992,32993,1921,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 10 28 40 75 68,1,1,1,15 34 58 61 69 3,2,2,2,19 51 52 73 66 71,0,0,0,15 19 51 52 42 34,0,0,1,4 5 7 19 23 26,0,0,0,3 4 8 9 5 6,1,1,1,73 3 23 34 19 61,1,1,1,1.0,1.25,1.5
32993,32994,1922,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 10 40 58 44 28,1,1,2,15 34 58 61 69 40,1,1,1,19 51 52 73 23 61,2,3,3,15 19 23 51 71 34,3,3,3,2 8 22 30 32 34,1,1,1,3 4 8 9 5 6,1,1,1,34 73 10 49 23 15,0,1,1,1.0,1.25,1.5
32994,32995,1923,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 10 40 58 28 37,0,0,1,15 34 58 69 28 40,1,1,1,19 51 52 73 15 79,0,1,1,15 19 42 51 52 46,1,1,1,1 7 9 19 21 23,0,0,0,3 4 8 9 5 6,0,0,0,34 23 19 3 9 28,0,0,0,1.0,1.25,1.5
32995,32996,1924,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 37 44 50 40 72,1,1,1,15 34 58 69 22 40,2,3,3,19 23 51 73 52 16,1,1,1,15 19 51 52 23 34,1,1,2,12 15 16 18 22 25,1,2,2,3 4 8 9 28 23,1,1,1,34 23 15 49 59 3,1,1,1,1.0,1.25,1.5
32996,32997,1925,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,37 44 50 80 49 58,0,0,1,15 22 34 58 69 40,1,1,2,19 42 51 52 49 79,2,2,2,15 34 42 51 52 73,1,1,1,1 6 8 12 22 27,1,1,1,3 4 8 28 38 23,1,2,2,34 22 15 49 51 23,0,1,1,1.0,1.25,1.5
32997,32998,1926,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 26 37 44 49 80,0,0,0,15 22 34 51 58 69,1,1,1,19 51 52 73 42 55,2,2,3,19 34 42 51 15 55,1,1,2,2 4 6 18 19 20,2,3,4,3 4 8 28 38 6,0,0,1,51 34 15 40 22 66,0,1,1,1.0,1.25,1.5
32998,32999,1927,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 6 18 26 37 80,0,0,0,15 22 34 58 51 61,1,1,1,19 51 52 70 23 71,0,1,1,15 19 42 51 79 52,0,0,0,6 17 18 19 20 21,0,0,1,3 4 8 28 38 58,0,1,2,23 22 55 51 19 15,1,1,1,1.0,1.25,1.5
32999,33000,1928,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 37 40 58 26 49,0,0,0,15 22 34 58 40 61,0,0,0,19 23 51 52 45 46,1,2,2,15 19 51 52 71 34,1,1,1,1 9 12 13 21 23,1,2,2,3 4 8 28 38 58,0,0,0,23 33 22 64 49 51,0,0,0,1.0,1.25,1.5
33000,33001,1929,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 37 40 58 55 49,1,2,3,15 22 34 58 40 63,1,1,1,19 23 51 52 68 55,1,1,2,15 23 51 79 19 49,1,1,2,11 12 17 20 21 30,0,0,0,4 8 28 38 58 3,0,0,0,23 55 15 40 51 49,1,2,3,1.0,1.25,1.5
33001,33002,1930,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,37 49 55 58 6 40,0,1,1,15 22 34 40 58 63,1,1,2,19 51 52 55 61 71,0,1,2,23 51 66 71 52 79,2,2,2,6 13 16 27 34 35,1,2,2,8 28 38 58 3 4,0,0,1,51 23 34 55 64 49,2,2,2,1.0,1.25,1.5
33002,33003,1931,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 37 49 55 4 30,1,1,2,15 22 23 34 40 45,1,1,1,19 51 52 73 55 70,0,1,1,19 23 51 79 15 45,1,1,1,4 6 9 11 23 24,0,0,0,3 4 8 38 34 33,0,0,0,23 51 34 55 45 33,1,1,1,1.0,1.25,1.5
33003,33004,1932,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 37 49 55 64 6,1,1,1,15 22 34 58 61 63,1,1,1,19 42 51 73 45 79,0,0,0,19 42 46 51 15 23,0,1,1,2 5 10 16 22 27,1,1,1,3 4 8 38 28 1,1,1,1,23 51 55 34 45 64,0,0,0,1.0,1.25,1.5
33004,33005,1933,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 30 37 55 62 49,1,2,3,15 22 34 58 61 63,1,1,1,19 45 46 51 73 42,1,2,2,19 51 52 71 79 23,0,1,1,3 12 13 15 16 18,2,2,2,3 8 28 38 4 58,0,1,1,23 55 51 29 45 6,0,1,2,1.0,1.25,1.5
33005,33006,1934,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 37 48 55 6 62,1,1,2,15 22 34 58 63 23,3,3,3,16 19 51 52 42 55,0,1,2,42 51 52 79 66 55,1,2,3,1 4 6 7 13 15,1,1,2,3 4 8 28 38 58,0,0,0,55 23 45 73 6 49,1,1,1,1.0,1.25,1.5
33006,33007,1935,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,37 48 55 62 47 30,0,0,0,15 22 34 58 23 45,2,2,2,19 51 52 79 55 73,1,1,1,19 42 51 79 15 23,1,2,2,7 11 15 21 22 25,1,1,2,3 4 5 8 1 2,1,2,2,55 45 22 23 34 6,0,0,0,1.0,1.25,1.5
33007,33008,1936,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,47 48 55 62 12 30,1,1,1,15 22 34 58 61 45,0,0,1,45 51 52 73 16 23,2,2,3,15 19 42 51 34 70,1,1,1,1 5 12 15 17 20,0,0,0,4 5 8 58 28 1,0,0,0,51 55 45 15 34 22,2,2,2,1.0,1.25,1.5
33010,33011,1938,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 45 47 48 64 6,0,0,0,15 22 34 58 61 6,2,2,2,15 19 51 73 52 68,2,2,3,19 23 51 73 34 15,2,2,3,4 6 8 15 20 21,3,4,4,8 28 38 58 5 48,1,1,1,51 15 45 55 23 34,1,2,2,1.0,1.25,1.5
33011,33012,1939,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,20 45 47 48 64 78,1,1,1,15 22 34 58 61 63,0,0,1,19 51 52 73 15 42,1,1,1,19 51 52 79 15 23,2,2,2,3 4 8 15 19 20,1,2,3,8 28 38 58 5 48,2,2,2,51 15 23 45 22 55,0,0,0,1.0,1.25,1.5
33012,33013,1940,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,20 47 60 62 78 45,2,2,2,15 22 34 58 63 6,2,2,2,19 29 51 73 68 55,0,1,1,19 42 51 55 34 23,1,2,2,4 10 14 16 19 20,0,0,0,8 28 38 48 58 5,1,2,3,45 15 51 23 55 19,0,0,0,1.0,1.25,1.5
33013,33014,1941,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,20 47 60 62 21 65,2,2,2,15 22 34 58 63 6,2,2,3,19 34 51 52 73 45,1,1,1,15 19 42 51 79 23,2,3,4,1 5 7 11 28 30,0,1,1,8 28 38 58 48 35,3,3,4,45 15 34 61 23 51,1,2,3,1.0,1.25,1.5
33014,33015,1942,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 47 60 62 13 41,0,0,0,15 22 34 58 6 63,0,0,0,19 23 51 73 15 52,0,0,0,19 23 42 51 15 73,0,0,0,2 6 13 15 23 28,0,0,0,8 28 38 58 51 53,0,0,0,15 51 23 45 29 34,0,0,0,1.0,1.25,1.5
33015,33016,1943,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,47 60 62 77 78 20,1,1,1,6 15 22 34 58 63,1,2,3,19 51 52 73 15 11,1,1,1,19 34 51 52 23 55,1,1,2,1 3 11 17 20 24,1,1,1,38 51 53 58 8 31,1,1,2,15 51 55 11 23 35,1,1,1,1.0,1.25,1.5
33016,33017,1944,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,47 60 65 77 31 62,2,2,2,15 34 58 63 6 22,1,1,1,19 51 52 73 55 15,2,2,2,15 19 51 73 79 52,2,2,2,2 5 6 10 17 21,1,1,2,51 55 58 60 8 38,3,3,3,15 55 51 60 11 23,2,2,2,1.0,1.25,1.5
33017,33018,1945,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,31 47 60 62 65 15,1,2,2,6 15 34 58 63 22,0,0,0,15 19 51 73 45 42,1,1,1,15 19 23 51 79 52,1,1,1,10 14 21 25 26 28,1,1,2,51 55 58 60 53 38,1,2,2,51 15 45 60 55 29,1,1,1,1.0,1.25,1.5
33018,33019,1946,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,47 53 60 65 78 62,2,2,3,6 15 22 34 40 51,2,2,2,19 51 52 73 49 60,1,2,3,15 51 71 79 49 42,1,2,2,2 8 9 13 17 25,0,1,2,51 55 58 60 38 8,1,1,1,51 15 60 68 45 55,1,1,1,1.0,1.25,1.5
33019,33020,1947,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,47 60 62 65 53 25,0,1,2,15 22 34 58 61 63,0,0,0,19 23 51 52 73 79,3,3,3,23 42 51 79 55 19,1,2,3,6 7 16 17 18 22,3,3,3,51 55 58 60 28 30,1,2,2,51 15 60 61 49 68,0,0,0,1.0,1.25,1.5
33022,33023,1949,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,21 25 60 65 53 28,0,0,1,15 22 34 58 61 63,1,1,1,15 19 51 73 61 42,0,0,0,15 46 51 68 23 34,1,1,2,2 3 10 21 28 33,2,3,3,28 30 55 58 60 51,1,1,1,51 55 68 15 23 60,1,1,1,1.0,1.25,1.5
33023,33024,1950,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,28 53 60 65 57 25,0,1,1,15 34 58 61 63 6,1,1,1,15 51 61 73 52 45,2,3,4,23 49 51 52 34 16,2,2,2,2 6 10 14 27 28,1,1,1,28 55 58 60 30 51,0,0,1,51 68 55 10 49 23,1,1,1,1.0,1.25,1.5
33024,33025,1951,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,28 57 60 65 51 14,1,2,2,15 22 34 58 61 63,1,2,2,19 51 52 73 68 34,2,2,2,19 42 51 52 45 55,3,4,4,4 5 13 14 15 17,0,1,1,51 55 58 60 53 28,1,1,1,51 68 55 52 15 23,2,3,4,1.0,1.25,1.5
33025,33026,1952,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,28 52 57 60 65 51,1,1,1,15 22 34 51 58 61,1,1,2,23 51 52 79 19 73,2,2,2,15 19 51 52 42 23,2,3,3,3 6 15 18 20 23,2,2,2,51 55 58 60 53 57,0,0,0,51 15 23 52 68 3,2,2,2,1.0,1.25,1.5
33026,33027,1953,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,28 52 57 60 31 2,0,1,1,15 22 34 58 61 63,0,0,0,19 51 52 73 34 55,0,0,0,19 42 51 52 49 15,0,0,0,2 5 14 15 18 21,0,0,1,51 55 58 60 53 28,0,1,1,51 15 52 45 55 23,1,1,2,1.0,1.25,1.5
33027,33028,1954,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 28 31 52 57 60,1,1,1,6 15 22 34 58 61,3,3,3,15 19 51 52 73 55,1,1,2,15 19 42 51 23 55,1,1,2,1 6 8 11 17 20,1,1,1,51 55 58 60 30 50,1,1,1,51 45 15 23 68 55,1,2,3,1.0,1.25,1.5
33028,33029,1955,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 17 31 52 57 28,0,0,0,6 15 22 34 58 61,0,0,1,19 51 55 73 52 70,0,0,0,15 42 51 52 79 73,0,0,0,2 6 13 15 22 24,0,0,1,51 55 58 60 53 50,0,1,1,55 51 15 45 68 52,0,0,0,1.0,1.25,1.5
33029,33030,1956,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 17 21 37 57 52,1,2,2,15 22 34 58 61 6,0,0,1,19 23 51 73 55 66,0,1,1,15 19 23 51 42 52,0,1,1,4 5 9 12 14 21,1,1,1,51 55 58 60 25 35,2,2,2,51 15 55 45 21 23,2,2,2,1.0,1.25,1.5
33030,33031,1957,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 17 21 53 52 57,0,0,1,15 22 34 58 61 6,0,0,0,42 45 51 73 46 19,3,4,4,15 23 42 51 79 52,2,2,2,2 6 12 26 29 39,0,0,0,51 55 58 60 25 35,1,1,2,45 55 51 15 6 42,2,2,2,1.0,1.25,1.5
