Train End Draw,Target Draw,Training Size,Strategy Version,Config Version,Config Hash,M1 Top6,M1 Hit@4,M1 Hit@5,M1 Hit@6,M2 Top6,M2 Hit@4,M2 Hit@5,M2 Hit@6,M3 Top6,M3 Hit@4,M3 Hit@5,M3 Hit@6,M4 Top6,M4 Hit@4,M4 Hit@5,M4 Hit@6,M5 Top6,M5 Hit@4,M5 Hit@5,M5 Hit@6,M6 Top6,M6 Hit@4,M6 Hit@5,M6 Hit@6,Ensemble Top6,Ensemble Hit@4,Ensemble Hit@5,Ensemble Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
39296,39297,7763,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 12 19 27 66 2,1,1,2,25 39 46 67 69 9,1,1,1,14 19 34 61 54 42,0,1,1,19 23 54 61 34 44,1,1,1,6 10 19 27 30 31,1,1,1,11 14 16 19 12 61,0,1,1,19 12 61 14 27 34,1,1,1,1.0,1.25,1.5
39297,39298,7764,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 12 19 78 31 3,1,1,1,25 39 46 67 69 4,1,2,3,14 19 34 54 61 44,4,4,4,14 19 42 68 34 39,2,3,4,1 2 4 7 10 12,1,1,1,11 12 14 16 18 19,1,1,2,12 19 14 61 34 65,2,3,3,1.0,1.25,1.5
39298,39299,7765,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 12 19 63 70 78,0,0,0,25 39 67 69 46 4,0,1,1,14 19 34 42 63 61,0,0,0,23 34 42 54 14 19,0,0,0,4 14 19 23 27 34,0,0,0,11 12 14 19 20 16,0,0,1,12 19 14 34 39 63,0,0,0,1.0,1.25,1.5
39299,39300,7766,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 12 19 21 63 31,1,1,1,25 39 46 67 69 14,2,3,4,12 19 23 54 34 61,1,1,2,14 23 34 54 42 12,1,2,2,8 16 17 18 21 22,1,1,2,11 12 14 16 18 19,1,1,2,12 19 14 34 31 54,2,2,2,1.0,1.25,1.5
39300,39301,7767,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 12 19 22 69 31,1,1,2,25 39 67 69 46 4,1,2,2,14 19 34 60 42 29,2,3,3,14 23 34 42 19 65,3,3,3,4 8 14 19 20 22,0,0,1,11 12 14 19 16 20,0,0,0,19 14 12 34 22 4,1,2,2,1.0,1.25,1.5
39303,39304,7769,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 19 22 69 59 33,2,3,3,25 39 46 69 67 4,3,3,3,19 23 61 63 12 9,1,1,1,12 14 23 54 19 34,0,1,1,5 8 9 17 19 27,1,2,2,11 12 14 19 20 16,2,2,2,19 61 14 12 27 42,1,1,1,1.0,1.25,1.5
39304,39305,7770,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 19 22 69 1 59,1,1,1,25 39 46 69 67 4,1,2,2,14 23 34 54 9 44,1,1,2,14 42 54 63 61 34,0,0,1,1 5 6 11 19 25,0,0,1,11 12 14 19 20 69,0,1,1,19 14 61 39 12 52,0,0,0,1.0,1.25,1.5
39305,39306,7771,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 19 22 69 27 76,2,3,3,25 39 46 69 67 4,2,3,3,16 54 61 70 23 21,1,1,1,14 34 42 54 23 68,1,1,1,2 17 18 20 22 25,3,3,3,11 12 14 19 29 69,1,1,1,19 39 12 34 22 76,3,3,3,1.0,1.25,1.5
39306,39307,7772,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,19 22 27 56 17 2,3,4,4,25 39 46 69 67 34,1,1,2,14 23 54 61 42 63,1,1,1,23 42 54 61 14 34,1,1,2,2 3 5 7 15 17,0,0,1,11 12 14 19 69 29,0,0,0,34 19 27 39 22 14,2,3,3,1.0,1.25,1.5
39307,39308,7773,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,19 22 27 56 2 17,0,0,0,25 39 46 69 34 67,1,1,2,19 23 54 61 34 52,1,1,2,14 19 23 34 54 65,1,1,1,9 17 22 25 27 30,0,0,0,14 19 29 69 24 11,1,1,1,19 34 54 27 70 39,0,0,0,1.0,1.25,1.5
39308,39309,7774,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,19 22 56 80 17 27,2,2,2,25 39 46 67 69 34,0,0,0,12 23 42 61 74 54,1,1,1,14 19 34 42 61 54,2,2,2,3 5 8 12 23 26,2,2,3,12 19 29 69 14 22,2,3,4,19 12 34 27 54 39,2,2,2,1.0,1.25,1.5
39309,39310,7775,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 19 22 80 44 56,1,1,1,25 39 46 67 69 34,1,1,2,12 19 34 61 14 23,3,3,3,14 19 23 34 54 33,1,1,1,2 8 10 12 14 19,2,2,2,12 19 22 29 69 62,1,1,1,19 12 14 34 22 76,2,2,2,1.0,1.25,1.5
39310,39311,7776,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,19 22 59 80 56 27,1,1,2,25 34 39 46 67 69,0,0,0,23 34 54 61 14 19,0,1,1,14 23 34 54 42 19,1,1,1,1 10 12 16 21 27,1,1,2,12 19 22 29 62 14,0,1,2,19 34 12 14 42 22,1,1,1,1.0,1.25,1.5
39311,39312,7777,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 59 71 80 22 19,3,3,3,25 34 39 67 69 27,0,0,1,14 19 23 61 42 65,0,0,1,19 23 34 61 42 14,0,0,0,1 3 4 8 14 27,1,1,2,12 19 22 29 14 24,0,0,1,19 34 14 27 62 12,1,1,1,1.0,1.25,1.5
39312,39313,7778,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,22 27 59 71 80 8,2,2,3,25 27 39 67 69 34,3,3,4,19 33 34 61 54 42,1,1,1,14 19 23 54 34 61,1,2,2,2 4 7 9 11 17,0,0,1,12 19 22 29 9 69,0,0,0,19 34 14 54 27 12,2,3,3,1.0,1.25,1.5
39315,39316,7780,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 27 59 71 17 22,2,2,2,25 27 39 69 34 67,1,1,2,14 23 34 54 33 73,1,1,1,14 19 34 54 23 61,1,1,1,2 6 15 19 21 24,1,1,1,9 19 29 39 22 12,3,3,3,19 34 27 14 61 33,0,0,0,1.0,1.25,1.5
39316,39317,7781,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 59 71 77 80 8,1,1,2,25 27 39 69 67 34,1,1,2,23 32 34 54 19 63,2,2,2,14 19 34 54 12 65,2,3,3,3 6 9 13 29 39,1,2,2,9 19 29 39 69 22,1,1,1,19 34 9 27 39 54,2,2,3,1.0,1.25,1.5
39317,39318,7782,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 59 71 77 8 34,2,2,2,25 27 34 39 67 69,1,1,1,12 19 34 61 42 70,1,2,2,14 19 23 54 52 34,2,3,3,6 7 8 12 15 21,0,0,0,9 22 24 29 39 21,1,2,2,34 19 54 9 27 21,1,1,1,1.0,1.25,1.5
39318,39319,7783,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 59 71 77 50 8,3,3,3,25 27 34 39 46 67,2,3,3,19 23 34 61 54 14,0,0,0,14 23 34 54 19 33,0,0,1,5 10 14 18 22 26,0,1,1,22 24 29 39 32 9,1,1,1,34 54 14 19 27 61,0,1,1,1.0,1.25,1.5
39319,39320,7784,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 41 59 77 71 50,1,1,1,25 27 34 39 46 67,2,3,3,12 19 54 61 34 23,1,2,2,14 34 54 61 23 12,2,2,2,1 3 15 17 22 25,1,1,1,22 29 32 39 19 24,2,2,2,54 34 39 33 14 12,2,2,2,1.0,1.25,1.5
39320,39321,7785,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 33 59 77 50 2,1,1,1,25 27 34 39 46 69,1,1,1,19 34 42 61 54 12,1,1,2,14 34 54 61 52 65,0,0,0,2 6 9 15 27 29,1,1,2,22 29 32 39 9 69,1,1,1,34 61 54 27 9 32,0,0,0,1.0,1.25,1.5
39321,39322,7786,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 41 59 77 15 49,0,0,0,25 27 34 39 46 69,3,3,3,14 29 54 61 9 33,0,1,1,14 34 42 54 23 39,2,2,3,3 5 7 12 15 19,3,3,4,22 29 39 69 9 32,1,2,2,34 12 61 54 27 19,2,2,3,1.0,1.25,1.5
39322,39323,7787,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 41 49 77 59 3,1,1,1,25 27 34 39 46 3,0,0,0,34 42 54 61 23 44,1,2,3,14 19 23 54 42 28,3,3,3,3 6 7 9 10 12,0,0,0,9 22 29 39 69 32,0,0,0,34 19 9 12 54 61,0,1,1,1.0,1.25,1.5
39323,39324,7788,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,41 49 59 77 3 21,0,0,0,25 27 34 39 46 3,1,1,1,14 19 44 68 23 73,1,1,2,12 19 23 34 14 54,0,0,0,4 5 11 14 17 18,0,1,1,9 29 39 69 19 59,1,1,1,12 54 39 14 34 19,0,0,0,1.0,1.25,1.5
39324,39325,7789,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,41 49 59 77 73 21,1,1,1,25 27 34 39 17 46,0,1,1,14 19 23 54 34 61,1,1,1,23 42 54 61 14 34,0,0,0,1 13 17 20 25 29,2,2,2,9 29 39 69 22 19,1,1,2,54 14 42 34 29 19,0,0,1,1.0,1.25,1.5
39327,39328,7791,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 36 40 77 41 47,1,2,2,25 27 34 39 17 46,0,0,0,23 34 42 54 12 19,2,2,2,14 34 54 61 23 42,3,4,4,1 7 9 12 14 33,1,2,2,7 9 39 69 19 2,1,1,1,34 12 61 54 19 14,2,2,3,1.0,1.25,1.5
39328,39329,7792,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,36 40 41 77 6 54,1,1,2,25 27 34 39 17 46,1,1,1,14 23 52 61 19 34,1,2,2,14 19 34 54 23 63,2,2,2,9 14 20 23 26 28,1,1,1,7 9 39 69 2 79,1,1,2,61 54 14 12 39 34,1,2,2,1.0,1.25,1.5
39329,39330,7793,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 36 41 54 39 15,1,1,1,25 27 34 39 46 67,1,1,1,12 14 34 54 73 23,2,3,4,14 19 34 54 23 12,1,2,3,4 13 19 20 21 30,0,0,0,9 39 69 79 19 2,1,1,1,54 39 19 12 61 14,1,1,1,1.0,1.25,1.5
39330,39331,7794,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 36 40 41 54 29,0,0,1,25 27 34 39 17 12,2,3,3,19 23 29 61 63 14,3,3,3,14 23 34 61 54 19,2,2,3,1 11 12 17 18 23,1,1,2,9 32 39 69 19 37,0,1,1,19 39 34 61 54 12,2,2,2,1.0,1.25,1.5
39331,39332,7795,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,29 36 40 41 56 77,1,1,1,17 25 27 34 39 12,0,0,1,14 23 54 61 34 52,0,0,1,14 23 34 61 12 54,0,1,1,4 5 17 19 20 23,1,1,1,9 19 39 69 79 32,1,2,2,34 12 19 54 29 33,2,2,2,1.0,1.25,1.5
39332,39333,7796,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 29 36 52 41 78,0,1,1,17 25 27 34 39 12,2,2,2,14 19 34 54 23 65,0,0,1,12 14 19 42 61 65,0,0,1,1 6 12 18 19 22,1,1,1,19 32 39 69 9 79,0,1,2,19 12 34 33 61 50,0,0,1,1.0,1.25,1.5
39333,39334,7797,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 36 50 52 79 41,3,4,4,17 25 27 34 12 39,0,1,1,12 19 54 61 14 42,2,2,2,14 19 34 61 54 12,1,1,2,1 2 4 5 8 9,1,1,1,9 19 39 79 69 32,1,1,1,19 12 9 50 34 17,2,2,2,1.0,1.25,1.5
39334,39335,7798,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 12 36 50 79 17,0,0,0,17 25 27 34 12 50,0,0,0,14 34 54 61 12 65,1,1,1,19 34 42 61 14 54,1,1,2,1 3 12 20 26 28,0,0,1,9 19 39 79 32 12,1,2,2,12 19 50 52 20 61,0,0,0,1.0,1.25,1.5
39335,39336,7799,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 36 50 56 79 12,2,3,3,12 17 25 27 34 39,0,0,1,14 19 34 61 12 54,0,0,0,14 19 34 54 23 42,0,0,0,7 9 11 24 28 30,2,2,3,9 19 32 39 79 12,3,4,4,12 19 50 9 34 20,1,1,1,1.0,1.25,1.5
39336,39337,7800,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 36 56 79 50 12,1,1,1,12 17 25 27 34 9,1,1,2,14 23 34 54 61 42,1,1,1,19 23 42 54 34 14,1,1,1,2 7 9 10 13 15,2,3,4,9 19 32 39 79 40,1,1,2,12 9 19 50 36 79,1,1,1,1.0,1.25,1.5
39339,39340,7802,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 36 45 56 79 40,1,1,1,12 17 25 27 34 9,2,3,3,12 14 54 61 23 19,1,1,1,19 23 34 61 54 33,2,2,3,2 3 5 8 10 12,1,1,1,9 19 39 40 10 32,1,1,1,12 20 54 9 14 50,0,0,0,1.0,1.25,1.5
39340,39341,7803,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,36 45 62 79 40 50,2,2,2,17 25 27 34 12 9,1,1,1,14 23 34 54 19 9,1,2,2,14 23 34 54 42 73,1,1,1,4 5 17 27 28 29,0,1,2,9 32 39 40 19 37,2,3,3,12 34 9 54 20 17,1,2,2,1.0,1.25,1.5
39341,39342,7804,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,20 36 62 79 35 30,1,1,2,12 17 25 27 34 39,1,2,2,12 14 23 54 52 61,1,1,1,14 34 42 54 19 65,2,2,3,3 6 19 20 28 29,0,0,0,9 19 32 39 37 79,2,2,3,12 34 39 9 19 20,2,2,2,1.0,1.25,1.5
39342,39343,7805,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 35 36 62 79 9,1,1,2,12 17 25 27 34 9,2,2,3,14 19 34 61 54 42,2,2,2,19 23 34 54 14 61,1,1,2,7 9 10 14 17 24,1,1,1,9 37 39 79 32 40,1,2,2,34 9 39 19 12 79,2,3,3,1.0,1.25,1.5
39343,39344,7806,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,30 35 62 79 36 9,1,1,1,12 17 25 27 34 9,1,1,1,19 34 54 61 23 65,0,0,0,14 19 33 34 23 12,1,1,1,4 8 9 12 19 21,1,1,1,9 37 39 40 32 79,1,2,2,9 19 34 12 50 32,0,0,1,1.0,1.25,1.5
39344,39345,7807,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 35 62 79 30 80,2,3,3,12 17 27 34 25 9,0,1,1,12 19 34 61 23 54,1,2,3,14 34 42 54 61 33,2,2,2,7 8 13 16 18 20,1,1,1,9 37 39 40 32 7,1,2,3,19 34 12 50 9 20,1,1,1,1.0,1.25,1.5
39345,39346,7808,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 35 62 70 30 5,0,0,0,12 17 25 27 34 62,0,0,0,14 19 54 61 34 70,2,2,2,19 23 33 34 12 61,2,2,3,3 5 7 10 19 23,0,0,1,9 37 39 40 32 7,1,1,1,19 62 34 9 12 70,0,0,0,1.0,1.25,1.5
39346,39347,7809,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 35 37 62 8 38,2,2,2,12 17 27 34 25 62,3,3,4,12 19 34 61 70 52,1,1,1,14 19 33 34 54 61,0,1,1,8 14 23 26 33 37,0,0,1,7 37 39 40 9 32,1,2,2,19 9 34 61 33 62,1,1,2,1.0,1.25,1.5
39347,39348,7810,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 28 32 35 37 62,2,2,2,12 17 27 34 62 9,1,1,1,12 23 54 61 19 34,0,0,0,14 19 34 54 39 65,0,0,0,9 11 12 17 27 28,0,1,1,7 37 39 40 32 77,0,1,2,9 62 12 54 19 44,0,0,0,1.0,1.25,1.5
39348,39349,7811,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 28 32 37 62 38,0,0,0,12 17 27 34 62 9,2,2,2,23 34 44 61 14 19,1,2,2,14 23 34 42 54 61,2,2,2,2 6 16 18 20 26,2,2,2,32 37 39 40 7 77,0,0,0,32 27 20 9 54 44,0,0,0,1.0,1.25,1.5
39351,39352,7813,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 37 38 62 7 35,2,2,2,12 14 17 27 34 62,0,1,2,12 19 34 54 23 44,2,2,2,14 23 42 54 19 34,2,2,3,1 7 9 14 18 24,1,1,2,32 37 39 40 7 77,2,2,2,9 32 14 62 34 70,1,2,2,1.0,1.25,1.5
39352,39353,7814,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 37 53 62 8 55,1,1,1,12 17 34 62 27 9,2,2,2,23 34 42 61 19 54,0,0,0,14 19 34 54 23 68,0,0,0,1 2 8 16 24 34,0,0,0,32 34 37 39 40 77,1,2,2,34 9 54 14 33 44,0,1,1,1.0,1.25,1.5
39353,39354,7815,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 37 53 62 44 32,1,1,2,12 17 34 62 27 9,0,1,1,19 23 34 54 42 50,0,0,0,12 19 34 54 61 23,0,0,0,10 11 12 13 17 22,1,1,1,32 37 39 40 34 77,2,2,2,34 33 12 54 27 14,0,1,1,1.0,1.25,1.5
39354,39355,7816,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 37 53 62 8 44,1,1,2,12 17 27 34 62 9,3,3,3,19 34 42 61 60 54,1,1,2,14 23 34 54 62 61,2,2,2,1 4 6 8 13 27,0,0,0,32 37 39 40 34 7,2,3,3,34 12 62 14 33 32,2,2,2,1.0,1.25,1.5
39355,39356,7817,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,32 37 44 62 74 43,1,1,1,12 17 27 34 62 37,1,1,2,12 34 54 61 70 44,2,3,3,14 19 34 54 42 23,0,0,1,2 12 17 21 24 29,1,2,3,32 37 39 40 34 77,1,1,1,34 32 12 44 54 33,1,1,1,1.0,1.25,1.5
39356,39357,7818,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 32 37 55 58 72,0,0,1,12 17 27 34 62 72,3,3,4,14 19 23 61 12 54,1,2,2,14 19 34 54 61 12,1,1,2,4 12 22 23 24 29,2,2,2,32 37 39 40 34 77,1,1,1,12 34 32 79 70 54,1,1,1,1.0,1.25,1.5
39357,39358,7819,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 37 53 55 58 48,0,0,0,12 17 27 34 72 62,0,1,1,19 23 34 61 12 14,0,0,1,14 23 34 54 19 29,1,1,2,3 4 12 14 17 26,2,2,2,32 34 37 39 40 77,1,2,2,12 14 34 27 33 54,1,1,1,1.0,1.25,1.5
39358,39359,7820,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,37 55 58 64 72 48,0,0,1,12 17 27 34 72 39,0,0,1,19 34 42 54 12 14,2,2,3,14 23 34 54 42 61,2,3,4,4 6 7 10 14 29,2,3,3,32 34 37 40 39 77,0,1,1,12 14 44 27 34 42,1,1,2,1.0,1.25,1.5
39359,39360,7821,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,37 55 64 72 24 48,1,1,2,12 17 27 34 72 14,3,3,3,19 34 42 44 54 14,1,1,1,14 19 23 42 34 61,1,1,1,1 6 7 8 14 18,0,0,0,32 34 37 40 39 7,1,1,1,14 54 42 44 12 34,1,2,2,1.0,1.25,1.5
39360,39361,7822,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,37 48 64 72 55 24,1,1,2,12 17 27 72 14 34,1,2,2,12 23 54 61 14 34,0,1,1,14 23 34 42 19 54,2,2,2,2 12 16 17 23 25,1,1,2,32 34 37 40 47 39,0,0,0,12 14 44 54 70 42,2,2,3,1.0,1.25,1.5
39361,39362,7823,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 37 64 72 44 58,0,0,0,12 17 27 72 14 34,1,1,1,14 19 42 61 34 54,1,1,1,14 23 34 42 54 61,0,0,1,1 4 7 10 14 16,2,2,2,32 34 37 47 40 7,2,2,3,14 12 42 44 34 54,0,0,0,1.0,1.25,1.5
39362,39363,7824,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 37 53 58 64 72,0,0,1,12 17 27 72 14 34,1,2,2,14 34 42 54 12 19,1,1,2,14 23 34 54 61 63,1,2,2,3 7 10 11 13 17,0,0,0,7 34 37 47 32 40,0,1,1,14 12 44 42 27 54,1,1,1,1.0,1.25,1.5
39363,39364,7825,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 6 24 53 64 14,0,0,0,12 17 27 72 14 50,1,1,1,14 19 44 61 29 23,1,1,1,14 19 34 54 42 39,2,2,2,2 4 6 14 18 19,0,1,2,7 32 34 37 40 47,1,2,3,14 12 50 29 36 68,0,0,1,1.0,1.25,1.5
39364,39365,7826,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 24 53 64 22 40,0,0,1,12 17 27 72 14 34,2,2,2,14 19 52 61 16 42,1,1,2,14 19 34 61 23 54,1,2,2,1 3 5 11 13 17,1,1,1,32 34 37 40 7 39,1,2,2,14 34 12 61 68 50,1,1,1,1.0,1.25,1.5
39365,39366,7827,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,22 24 40 72 64 42,0,0,0,12 17 27 72 14 34,1,2,3,14 19 34 61 73 42,2,2,2,14 19 23 42 44 61,1,2,2,2 6 7 11 12 19,1,1,1,32 34 37 40 39 7,1,2,2,14 12 42 34 44 19,2,3,3,1.0,1.25,1.5
39366,39367,7828,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 22 40 64 58 72,0,0,0,12 14 17 27 62 72,0,0,0,14 19 54 61 34 42,0,0,0,33 34 61 65 14 54,0,0,0,5 6 8 14 27 29,0,0,0,32 34 37 40 39 42,0,0,0,14 12 34 42 65 50,0,0,0,1.0,1.25,1.5
39367,39368,7829,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 22 40 72 65 45,1,1,2,12 14 17 27 62 34,3,3,3,14 19 34 61 12 54,1,2,2,14 19 34 42 54 23,1,1,1,13 15 16 24 26 30,0,0,0,32 37 40 42 39 47,0,0,0,14 12 34 50 70 79,1,2,3,1.0,1.25,1.5
39368,39369,7830,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 6 45 72 65 29,2,2,2,12 14 17 27 62 34,1,1,1,14 19 54 61 12 23,1,2,3,14 23 34 54 61 42,1,1,1,1 2 4 5 12 17,2,3,3,32 37 42 47 2 7,1,1,1,12 70 14 79 27 19,2,2,3,1.0,1.25,1.5
39369,39370,7831,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 45 65 70 72 29,1,1,1,12 14 17 27 62 34,1,1,1,12 14 23 54 61 19,0,0,1,14 19 23 54 42 12,1,2,2,1 3 4 12 19 21,2,3,3,32 37 42 47 40 7,1,1,2,12 70 14 19 29 34,1,1,1,1.0,1.25,1.5
39370,39371,7832,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 45 65 70 7 36,1,1,1,12 14 17 27 62 34,1,2,3,12 19 34 54 65 63,1,1,1,14 19 34 42 54 70,1,1,2,1 2 4 7 8 11,2,2,2,2 7 32 37 40 62,2,2,3,19 70 12 50 14 42,1,1,1,1.0,1.25,1.5
39371,39372,7833,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 4 45 70 2 7,0,1,2,12 14 17 27 34 62,1,1,1,19 34 54 61 23 14,0,1,1,14 34 42 54 39 61,0,0,0,1 2 13 20 27 28,1,1,2,32 37 40 67 39 7,1,1,2,70 19 14 34 12 27,0,1,1,1.0,1.25,1.5
39372,39373,7834,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 2 7 31 45 70,1,1,1,12 14 17 27 34 62,1,1,1,14 23 34 61 19 12,1,2,2,14 19 34 54 23 33,1,2,2,2 7 9 12 15 21,2,2,2,32 37 39 40 34 2,2,2,3,70 19 12 44 50 14,2,3,3,1.0,1.25,1.5
39375,39376,7836,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 19 44 45 70 1,0,0,0,12 14 17 27 50 19,1,1,1,14 19 42 54 9 34,0,0,0,19 23 54 61 14 34,0,0,0,1 3 5 7 14 17,3,3,3,7 10 32 37 40 34,3,3,3,19 44 27 70 14 50,1,1,1,1.0,1.25,1.5
